name,openPrice,high_low,close,prevCloseDate,marketCap,sharesOutstanding,float,normalizedEPS,mthvwap,unadjVWAP,adjVWAP,peratio,price/Sales,price/CF,pricebookvalue,dividend,divident_5_yr_avg,debt,long term debt/equity,enterpriseValue,assets,cash,roe,roa,capEx,EBIT,revenue,operating_income,operating_margin,netincome,net_profit_margin,revenue_per_share_5_yr_growth,eps_per_share_5_yr_growth,ebita
Luxking,0.290,0.530,-,30 Jun 2019,6.70M,12.65M,22.23%,0.06,0.00M,SGD 0.46726,SGD 0.46726,-,0.02125703097187611,2.268566037735849,0.203,-,-,22.78M,15.93M,30.01M,357.12M,18.64M,2.029,-2.370,-3.04M,-,94.00M,6.97M,-1.104,-1.66M,-1.769,-2.206,-1.326,-
Luzhou Bio-Chem,0.006,0.011,-,30 Jun 2019,6.53M,594.00M,43.14%,-0.02,1.05M,SGD 0.01623,SGD 0.01623,-,0.004462809917355373,-,6.683,-,-,114.96M,"11,158.25M",121.49M,"1,217.52M",163.72M,-180.699,-7.224,-37.43M,-,449.36M,-41.45M,-1.865,-18.30M,-4.072,-13.211,-,-
LY Corp,0.199,0.235,-,30 Jun 2019,-,-,-,-,-,SGD 0.2417,SGD 0.2417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Pacific Fin,0.019,0.018,-,30 Jun 2019,9.49M,525.63M,20.04%,-0.01,0.54M,SGD 0.02236,SGD 0.02236,-,16.41992901234568,-,0.463,3.593,-,-7.36M,-,2.13M,123.65M,42.58M,-31.340,-29.935,-0.03M,-,0.64M,-45.79M,"-1,229.592",-7.81M,"-1,213.668",-25.314,-,-
Nippecraft,0.040,0.033,-,30 Jun 2019,11.63M,351.40M,31.02%,0.00,0.95M,SGD 0.03788,SGD 0.03788,-,0.11019283746556474,25.347878787878788,0.276,-,-,-18.11M,5.12M,-6.48M,50.60M,15.01M,-0.193,-0.104,-0.11M,-,156.00M,0.23M,0.199,-0.08M,-0.053,5.278,-,-
Noble,0.081,0.081,-,30 Jun 2019,107.81M,1.33B,72.41%,-3.57,0.00M,SGD 0.09099,SGD 0.09099,-,0.016,-,-,-,-,"4,019.44M",-,"4,298.21M","4,809.48M",492.01M,-246.698,-34.199,-69.02M,-,"6,708.75M","-3,735.91M",-32.889,"-2,596.71M",-38.202,-46.408,-,-
Nomura Yen1k,1.990,1.990,-,30 Jun 2019,"1,523,193.00M",3.31B,98.73%,61.88,268.89M,-,-,-,0.824,-,0.542,3.211,2.800,"28,319,690.00M",268.52M,"24,413,829.00M","40,343,947.00M","2,670,084.00M",7.920,-0.169,"-285,161.00M",-,"1,847,980.00M","328,158.00M",-0.819,"-78,611.00M",-4.088,0.214,16.863,-
NutryFarm,0.136,0.260,-,30 Jun 2019,25.13M,96.42M,39.11%,-0.02,0.51M,SGD 0.16798,SGD 0.16798,-,0.8024965680473374,-,1.017,-,-,13.49M,40.89M,32.88M,264.58M,36.16M,-5.630,-6.950,-0.55M,-,8.57M,-4.86M,-30.475,-3.10M,-36.131,-2.266,-,-
Olive Tree,0.111,0.137,-,30 Jun 2019,9.46M,68.85M,8.46%,-0.01,0.00M,SGD 0.137,SGD 0.137,-,1.7376358356865038,86.09791970802918,0.939,-,-,4.82M,84.82M,14.28M,22.86M,7.02M,-4.999,-1.553,-0.01M,-,3.57M,-0.43M,-12.119,-0.52M,-14.442,-,-,-
OneApex,0.156,0.220,-,30 Jun 2019,18.59M,84.50M,3.29%,-0.01,0.01M,SGD 0.21124,SGD 0.21124,-,2.839870413223141,-,1.305,45.455,-,-22.58M,-,-3.99M,23.85M,22.58M,-1.715,-1.258,-10.10M,-,3.29M,-0.54M,-16.381,-0.59M,-17.414,-34.957,-,-
Oriental,,0.114,-,30 Jun 2019,59.32M,527.73M,97.27%,-0.04,0.00M,-,-,-,,-,-,-,-,35.83M,49.27M,92.39M,413.64M,12.67M,-57.668,-26.690,-1.59M,-,32.18M,-77.53M,-52.267,-19.06M,-59.674,405.635,-,-
OUE Lippo HC,0.064,0.068,-,30 Jun 2019,302.13M,4.44B,53.96%,-0.00,3.16M,SGD 0.06473,SGD 0.06473,-,13.680498269896194,-,1.232,-,-,247.57M,56.28M,551.67M,670.96M,58.47M,-6.204,-1.516,-0.15M,-,19.56M,-2.30M,-11.736,-8.79M,-44.911,-16.199,-,-
Ouhua Energy,0.032,0.031,-,30 Jun 2019,11.88M,383.29M,28.49%,0.01,0.05M,SGD 0.04214,SGD 0.04214,-,-,-,0.323,-,-,17.19M,-,29.07M,491.08M,59.39M,11.923,-,-5.39M,-,-,28.69M,-,-,-,14.592,-,-
Pacific Andes,0.022,0.022,-,30 Jun 2019,183.20M,8.62B,100.00%,0.03,0.00M,-,-,-,0.164,0.936,-,-,3.160,"1,655.38M",73.13M,"2,496.80M","32,726.53M","1,192.42M",8.816,1.905,-491.93M,-,"1,114.67M","1,227.27M",8.676,80.60M,9.059,-,-,-
Pacific Radiance,0.104,0.104,-,30 Jun 2019,75.68M,713.73M,20.13%,-0.09,0.00M,-,-,-,0.92,-,-,-,-,659.42M,-,759.90M,468.75M,31.18M,-,-19.416,-1.53M,-,82.27M,-66.26M,-109.216,-134.79M,-166.883,-21.934,-,-
Pacific Star Dev,0.160,0.080,-,30 Jun 2019,40.19M,499.66M,12.53%,-,1.38M,SGD 0.10874,SGD 0.09278,-,3.424,33.462,1.076,-,-,89.13M,185.56M,105.90M,199.28M,2.02M,-,1.183,-0.13M,-,46.96M,39.07M,12.246,-2.00M,4.791,-,-,-
Pan Asian,0.021,0.021,-,30 Jun 2019,4.50M,214.20M,13.09%,-0.01,1.38M,SGD 0.01424,SGD 0.01424,-,0.178,-,0.292,-,-,0.95M,18.14M,5.45M,28.46M,2.84M,-7.598,-4.627,-2.85M,-,25.29M,-1.08M,-4.259,-1.22M,-4.852,-12.188,-,-
Midas,0.192,0.192,-,30 Jun 2019,364.72M,1.90B,81.50%,0.01,0.00M,-,-,-,1.036,5.01,-,-,1.179,711.24M,45.78M,"1,152.17M","9,664.50M","1,083.20M",2.883,1.644,-211.81M,-,351.96M,135.93M,10.669,31.92M,9.068,0.469,-16.715,-
MMP Resources,0.005,0.006,-,30 Jun 2019,14.06M,2.34B,60.51%,-0.00,34.10M,SGD 0.00552,SGD 0.00552,-,25.83263888888889,-,-,-,-,6.22M,-,20.28M,2.16M,0.19M,-,-90.865,-0.15M,-,0.38M,-2.23M,-590.741,-2.23M,-590.741,-,-,-
MoneyMax Fin,0.139,0.141,-,30 Jun 2019,49.89M,353.80M,11.27%,0.01,0.19M,SGD 0.15704,SGD 0.14743,9.878858156028372,0.3313948493536544,6.076567375886526,0.692,3.546,-,158.07M,1.11M,207.95M,270.52M,11.15M,7.044,2.100,-1.95M,-,146.51M,6.93M,4.732,4.98M,3.747,15.287,20.684,-
MS Hldgs,0.064,0.050,-,30 Jun 2019,8.29M,165.79M,7.10%,-0.02,0.03M,SGD 0.04638,SGD 0.04638,-,1.1517952,5.82656,0.310,-,-,26.86M,90.04M,38.49M,59.11M,1.69M,-10.180,-2.511,-0.01M,-,11.79M,-1.81M,-6.787,-1.55M,-13.133,-12.726,-,-
MSM Intl,0.040,0.100,-,30 Jun 2019,9.01M,90.00M,15.71%,-,0.02M,SGD 0.1,SGD 0.1,-,-,-,0.584,-,-,15.58M,39.08M,23.68M,128.88M,10.42M,-,-,-0.64M,-,-,3.70M,-,-,-,-,-,-
MTQ,0.200,0.184,-,30 Jun 2019,39.80M,216.32M,35.49%,-0.16,0.10M,SGD 0.18892,SGD 0.18892,-,0.4194234404536863,-,0.565,-,-,7.07M,33.95M,51.68M,111.14M,10.76M,-35.362,-18.052,-2.59M,-,112.23M,-23.14M,-14.126,-21.67M,-21.004,-11.549,-,-
Mun Siong Engg,0.046,0.040,-,30 Jun 2019,23.26M,578.72M,20.63%,-0.01,0.84M,SGD 0.04347,SGD 0.04347,-,0.48932499999999995,-,-,3.750,-,-,0.15M,-3.19M,67.21M,26.55M,-6.585,-,-1.84M,-,62.88M,-3.94M,-6.266,-3.77M,-5.989,-11.174,-,-
Murata Yen1k,﹣,-,-,30 Jun 2019,"4,042,045.00M",639.78M,97.27%,228.62,83.05M,-,-,19.723,2.6,12.436,2.442,1.505,1.424,"-109,076.00M",0.05M,"3,836,093.00M","1,797,013.00M","220,439.00M",10.392,9.915,"-306,608.00M",-,"1,554,705.00M","162,146.00M",15.613,"194,004.00M",12.478,14.827,27.847,-
Natural Cool,0.052,0.070,-,30 Jun 2019,17.53M,250.45M,41.84%,0.00,0.49M,SGD 0.05819,SGD 0.06151,49.05679999999999,0.07063510204081631,4.79662857142857,0.837,-,-,11.41M,91.84M,28.94M,81.26M,12.45M,1.278,0.198,-3.98M,-,136.66M,1.04M,0.759,0.27M,0.117,-6.241,-15.633,-
NauticAWT,0.023,0.028,-,30 Jun 2019,6.56M,233.70M,36.89%,-0.01,0.19M,SGD 0.01708,SGD 0.01708,-,0.43116198979591835,-,-,-,-,10.55M,-,17.11M,11.58M,0.04M,-,-16.264,-0.51M,-,10.26M,-1.68M,-22.261,-2.98M,-29.003,-11.883,-,-
Neo,0.550,0.470,-,30 Jun 2019,69.25M,147.35M,10.26%,0.03,0.15M,SGD 0.4216,SGD 0.42906,19.038191489361704,0.5340651878678138,6.699468085106384,1.975,2.128,-,66.99M,124.10M,133.04M,147.29M,13.73M,10.599,2.134,-14.02M,-,177.71M,5.54M,3.929,4.22M,1.870,-,-,-
Qingmei,0.013,0.013,-,30 Jun 2019,8.25M,679.82M,62.84%,-0.06,0.00M,-,-,-,0.112,-,-,-,-,-16.88M,-,-49.35M,816.62M,284.95M,-30.965,-34.338,-58.15M,-,73.48M,-269.02M,-85.581,-62.14M,-84.568,-26.213,-,-
Raffles Infrastructure,0.350,0.375,-,30 Jun 2019,25.47M,67.95M,8.54%,-0.05,0.07M,SGD 0.31192,SGD 0.31192,33.348933333333335,3.2448888888888883,-,0.770,-,-,-23.06M,-,2.41M,365.47M,114.07M,-16.834,-7.080,-0.33M,-,6.84M,-11.12M,-32.866,-3.07M,-42.283,-34.711,-,-
Raffles United,0.051,0.049,-,30 Jun 2019,22.94M,468.12M,7.55%,0.01,0.16M,SGD 0.06123,SGD 0.06123,7.9934693877551,0.36290503956684705,8.442061224489795,0.178,-,-,26.36M,23.27M,49.30M,140.13M,4.85M,2.419,1.351,-2.35M,-,68.44M,2.52M,3.675,1.83M,2.737,-2.867,7.293,-
RE&S Hldg,0.180,0.187,-,30 Jun 2019,66.20M,354.00M,9.05%,0.01,0.20M,SGD 0.1802,SGD 0.18041,17.768983957219252,0.428985673024679,5.21903743315508,1.823,2.139,-,-3.99M,30.82M,65.38M,64.50M,13.53M,11.835,-,-6.90M,-,142.83M,5.64M,4.041,3.59M,2.511,-,-,-
Reclaims Global,0.220,0.200,-,30 Jun 2019,26.20M,131.00M,15.27%,0.03,-,SGD 0.17344,SGD 0.17344,10.1805,1.1882199999999996,6.2898,0.013,-,-,-1.60M,-,21.25M,27.46M,4.95M,18.871,-,-1.15M,-,26.67M,6.48M,25.635,2.42M,9.073,-,-,-
Regal Intl,0.027,0.040,-,30 Jun 2019,9.00M,224.92M,23.62%,-0.05,0.66M,SGD 0.06271,SGD 0.04186,-,0.26608499999999996,-,2.152,-,-,22.83M,315.72M,31.84M,279.87M,6.06M,-93.155,-12.554,-0.27M,-,15.41M,-40.19M,-85.399,-11.85M,-79.457,-,-,-
Renewable Energy,0.022,0.022,-,30 Jun 2019,15.59M,745.58M,100.00%,-0.01,0.00M,-,-,-,4.206,-,-,-,-,63.63M,274.76M,89.02M,701.79M,3.36M,-67.379,-5.472,-110.67M,-,3.71M,-45.86M,-199.313,-7.39M,-199.318,-,-,-
Resources Prima,0.026,0.026,-,30 Jun 2019,47.01M,1.83B,30.95%,-0.00,0.00M,-,-,-,29.605,-,-,-,-,-0.25M,-,46.77M,0.95M,0.25M,-,-129.750,-,-,1.59M,-1.39M,-118.702,-1.88M,-119.556,-,-,-
Roxy-Pacific,0.390,0.410,-,30 Jun 2019,538.29M,1.30B,17.45%,0.02,0.40M,SGD 0.38594,SGD 0.38594,23.955512195121955,3.666324806662701,18.101707317073174,1.077,2.356,2.806,751.29M,46.27M,"1,432.08M","1,676.46M",149.08M,4.255,1.318,-16.98M,-,132.86M,25.21M,18.976,21.29M,15.849,-19.958,-26.767,-
Ryobi Kiso,0.130,0.130,-,30 Jun 2019,39.79M,296.65M,20.06%,-0.19,0.00M,-,-,-,0.271,-,1.247,3.077,-,94.48M,15.24M,134.28M,202.88M,8.94M,-96.833,-26.154,-2.45M,-,146.91M,-54.58M,-37.152,-56.92M,-40.040,-0.850,-,-
Sakae,0.125,0.160,-,30 Jun 2019,22.72M,139.47M,14.29%,-,0.01M,SGD 0.14383,SGD 0.14383,4.92890625,0.29541015625,3.3546875,0.540,-,-,49.74M,9.29M,71.52M,115.28M,6.19M,-,2.844,-1.46M,-,46.91M,8.94M,20.578,3.47M,6.922,-,-,-
Samko Timber,0.020,0.026,-,30 Jun 2019,62.15M,2.38B,10.82%,0.00,1.15M,SGD 0.02531,SGD 0.02531,7.571538461538462,0.08757396449704143,3.054615384615385,3.179,-,-,110.76M,72.33M,172.90M,"2,079,214.00M","29,806.00M",46.089,3.413,"-102,672.00M",-,420.52M,"111,579.00M",2.563,6.33M,1.472,-2.380,25.874,-
San Teh,0.155,0.154,-,30 Jun 2019,53.51M,342.02M,41.94%,-0.01,0.35M,SGD 0.16192,SGD 0.16192,-,3.0552960026986007,-,0.294,1.948,1.992,-43.20M,-,-5.19M,214.36M,60.54M,-2.089,-3.120,-4.37M,-,17.74M,-2.95M,-34.840,-6.44M,-36.244,-10.571,-,-
SBI Offshore,0.061,0.061,-,30 Jun 2019,15.27M,249.68M,32.63%,-0.01,0.89M,SGD 0.06063,SGD 0.06063,-,511.863,-,0.740,-,-,-21.32M,-,-,15.93M,15.73M,-8.786,-8.344,2.27M,-,0.03M,-1.40M,"-6,340.909",-1.89M,"-6,340.909",-79.516,-,-
Pan Hong,0.080,0.089,-,30 Jun 2019,46.16M,512.31M,33.34%,0.01,0.10M,SGD 0.10087,SGD 0.10087,-,13.765534654715315,-,0.378,16.854,-,-102.08M,-,-4.42M,"1,630.37M",350.58M,2.365,-0.759,-15.73M,-,2.71M,38.82M,-175.166,-5.04M,-196.276,-7.268,-20.929,-
PCI,,1.320,-,30 Jun 2019,263.51M,199.10M,20.25%,0.12,1.64M,SGD 1.21997,SGD 1.21997,,,,1.965,2.273,6.629,-60.55M,-,184.89M,166.52M,57.97M,19.353,10.288,-4.94M,-,325.71M,22.88M,8.331,21.76M,6.679,9.469,39.078,-
Pine Cap,0.001,0.001,-,30 Jun 2019,6.64M,6.64B,13.70%,-0.00,277.58M,SGD 0.00178,SGD 0.0018,-,2.868,-,0.656,-,-,-5.25M,-,5.87M,9.06M,0.77M,-34.022,-11.583,-,-,2.32M,-1.66M,-55.095,-1.17M,-55.095,-,-,-
Plastoform,0.013,0.013,-,30 Jun 2019,0.53M,40.05M,26.85%,-0.17,0.35M,SGD 0.01276,SGD 0.01276,-,0.07,-,-,-,-,-1.48M,-,-,14.79M,8.57M,-157.395,-60.265,-0.88M,-,7.55M,-39.26M,-89.946,-6.79M,-90.037,-38.824,-,-
Plato Capital,0.060,0.050,-,30 Jun 2019,9.74M,194.70M,22.06%,-0.02,0.04M,SGD 0.06092,SGD 0.06092,-,11.7648,-,0.239,-,-,0.12M,13.35M,9.85M,63.10M,10.26M,-8.024,-4.991,-3.57M,-,1.19M,-3.41M,-286.494,-3.51M,-281.597,-10.665,-,-
PNE Industries,0.755,0.770,-,30 Jun 2019,64.62M,83.92M,19.22%,0.06,0.13M,SGD 0.80907,SGD 0.80907,12.037837662337662,0.7777875274076572,10.414097402597402,0.800,6.494,8.665,-36.70M,-,27.92M,102.24M,36.70M,6.555,5.137,-0.60M,-,79.84M,6.57M,8.234,5.26M,6.592,-0.498,6.937,-
POSH,0.154,0.178,-,30 Jun 2019,324.82M,1.81B,23.13%,-0.05,2.48M,SGD 0.19369,SGD 0.19369,-,0.5988132811513699,-,0.656,-,-,"1,020.52M",151.26M,"1,345.34M","1,299.31M",13.83M,-23.865,-7.247,-36.46M,-,406.02M,-86.63M,-28.933,-133.34M,-32.835,0.622,-,-
Powermatic Data,1.730,1.580,-,30 Jun 2019,56.57M,34.95M,28.03%,0.13,0.07M,SGD 1.56947,SGD 1.56947,12.47242405063291,3.9958883592373007,11.870208860759492,0.988,3.165,4.601,-29.60M,-,28.93M,59.00M,27.64M,8.416,7.878,-0.36M,-,16.97M,5.31M,31.738,4.85M,28.550,3.953,48.264,-
Prudential USD,21.000,22.500,-,30 Jun 2019,"46,274.00M",2.60B,99.49%,1.38,96.84M,USD 22.97814,USD 22.97814,14.219333333333333,1.5793244444444443,13.710666666666667,2.676,-,2.716,497.00M,70.18M,"46,771.00M","508,645.00M",-,18.059,0.601,-289.00M,-,"25,519.00M","3,754.00M",14.711,"3,010.00M",11.807,-13.556,17.244,-
PS Group,0.035,0.167,-,30 Jun 2019,11.39M,68.00M,12.95%,0.00,0.00M,SGD 0.15882,SGD 0.15882,37.23413173652695,0.04515400337050451,12.322934131736528,1.029,-,-,-0.76M,0.32M,10.62M,15.21M,1.11M,0.567,0.424,-0.09M,-,11.08M,0.10M,0.917,0.06M,0.563,-4.518,-16.745,-
PSL,0.120,0.115,-,30 Jun 2019,6.40M,55.69M,43.78%,-0.08,0.08M,SGD 0.14096,SGD 0.14096,-,0.9080982986767485,-,0.230,-,-,-7.13M,0.09M,-0.72M,31.25M,7.19M,-15.275,-14.538,-0.15M,-,7.68M,-4.65M,-60.607,-4.62M,-66.936,-17.255,-,-
Qian Hu,0.150,0.160,-,30 Jun 2019,18.16M,113.53M,39.34%,0.00,0.31M,SGD 0.16841,SGD 0.16841,42.253125,0.18632812499999998,6.2259375,0.375,1.250,-,6.06M,0.45M,24.22M,79.81M,11.49M,0.826,0.704,-1.67M,-,85.67M,1.28M,1.494,0.40M,0.663,0.523,5.883,-
Sinopipe,0.130,0.130,-,30 Jun 2019,39.89M,287.59M,36.99%,0.00,0.00M,-,-,-,-,-,-,-,-,-0.31M,-,-,4.72M,1.55M,-,-0.922,-0.29M,-,-,-1.71M,-,-0.34M,-,-,-,-
SK Jewellery,0.095,0.092,-,30 Jun 2019,51.75M,562.50M,12.51%,0.01,0.53M,SGD 0.1061,SGD 0.10435,9.936793478260869,0.25910621455576555,5.664891304347825,0.853,5.435,-,24.37M,32.53M,76.12M,121.15M,16.88M,9.053,3.907,-3.56M,-,213.31M,8.57M,4.015,5.38M,2.398,8.276,-7.744,-
SMJ Intl,,0.082,-,30 Jun 2019,6.39M,78.00M,17.99%,-0.01,0.04M,SGD 0.08633,SGD 0.08633,-,-,-,0.406,-,-,-12.43M,-,-6.04M,106.44M,61.51M,-2.913,-,-0.28M,-,-,-1.28M,-,-,-,-37.603,-,-
Soilbuild Const,0.069,0.084,-,30 Jun 2019,56.53M,672.99M,14.65%,-0.00,0.84M,SGD 0.0897,SGD 0.0897,-,0.18285586734693876,182.81960714285714,0.716,-,-,36.30M,-,92.83M,238.91M,15.25M,-4.031,-1.526,-37.89M,-,208.58M,-1.92M,-0.920,-3.24M,-1.573,-10.955,-,-
Soon Lian,0.060,0.070,-,30 Jun 2019,7.56M,108.00M,15.09%,-0.00,0.03M,SGD 0.07386,SGD 0.07386,6.15342857142857,0.16236734693877544,3.778285714285714,0.263,-,-,-0.58M,25.10M,10.86M,55.29M,5.14M,-0.859,1.819,-9.07M,-,34.19M,-0.16M,3.454,1.05M,3.083,-1.087,-,-
Soup Restaurant,0.167,0.189,-,30 Jun 2019,56.42M,279.95M,20.43%,0.01,0.59M,SGD 0.15817,SGD 0.15817,21.35567724867725,1.0040383527896757,13.077248677248678,4.782,2.646,2.725,-10.02M,0.10M,46.39M,17.04M,10.04M,20.495,13.464,-1.02M,-,43.88M,2.13M,4.857,2.19M,4.991,4.084,37.692,-
Southern Pkg,0.380,0.380,-,30 Jun 2019,26.71M,70.32M,10.23%,-0.01,0.01M,SGD 0.38008,SGD 0.38008,-,-,-,0.242,0.947,-,40.63M,4.53M,67.34M,987.51M,78.73M,-0.406,-,-23.49M,-,-,-2.42M,-,-,-,0.428,-,-
SP Corp,0.550,0.640,-,30 Jun 2019,22.46M,35.10M,18.46%,0.05,0.04M,SGD 0.57337,SGD 0.57337,10.16984375,0.12185668945312501,9.955859375000001,0.420,-,-,-10.46M,-,12.00M,67.73M,10.46M,3.641,2.817,-0.08M,-,136.38M,2.31M,1.694,1.90M,1.392,-2.221,-4.606,-
Sri Trang Agro,0.545,0.540,-,30 Jun 2019,"20,736.00M",3.07B,75.58%,1.35,0.00M,SGD 0.70214,SGD 0.70214,11.564092592592592,0.2872463991769547,4.62038888888889,0.957,5.195,-,"22,329.87M",35.72M,"43,065.87M","55,748.11M","4,197.30M",8.671,3.717,"-2,785.69M",-,"73,492.80M","3,050.22M",4.150,"2,064.36M",2.920,-7.166,-0.385,-
StratechGroup,0.066,0.066,-,30 Jun 2019,10.20M,156.72M,100.00%,-0.04,0.00M,-,-,-,1.851,-,-,-,-,-0.01M,-,10.20M,7.74M,0.02M,-,-79.497,-0.08M,-,5.51M,-3.90M,-70.651,-6.86M,-124.343,-,-,-
Suntar Eco-City,0.195,0.120,-,30 Jun 2019,7.53M,62.76M,18.24%,-0.04,0.00M,SGD 0.15938,SGD 0.15938,-,2.746250000000001,-,0.416,-,-,-15.17M,-,-,138.29M,75.02M,-13.176,-9.021,-1.14M,-,7.24M,-12.90M,-36.038,-2.55M,-35.242,-2.742,-,-
SunVic Chemical,0.022,0.022,-,30 Jun 2019,11.73M,532.00M,32.93%,-0.01,0.00M,SGD 0.03112,SGD 0.03112,-,0.027,25.492,0.068,-,-,121.94M,23.25M,144.82M,"2,738.16M",278.16M,-2.045,-5.189,-152.01M,-,431.33M,64.48M,-2.723,-28.11M,-6.713,-12.208,-,-
Swiber,0.109,0.109,-,30 Jun 2019,50.33M,460.38M,100.00%,-0.04,0.00M,-,-,-,0.043,1.04,-,-,-,"1,207.26M",110.49M,"1,303.05M","2,004.57M",93.03M,-5.269,-0.933,-30.72M,-,"1,165.48M",10.38M,1.936,-35.55M,-2.206,3.437,-,-
Swing Media Tech,0.460,0.460,-,30 Jun 2019,25.69M,56.62M,84.32%,0.29,0.00M,-,-,-,0.131,0.609,-,-,1.211,39.14M,-,64.83M,"1,931.29M",55.31M,4.968,3.972,-299.70M,-,196.60M,86.87M,7.637,12.85M,6.534,-8.953,-6.830,-
Serial System,0.080,0.092,-,30 Jun 2019,83.55M,895.84M,32.61%,0.02,3.41M,SGD 0.08802,SGD 0.08802,3.002608695652174,0.030245746691871463,2.4730434782608697,0.446,9.348,6.444,115.14M,2.63M,198.69M,521.08M,130.13M,12.875,3.433,-2.15M,-,"2,070.91M",24.16M,1.582,23.94M,1.209,13.323,9.518,-
Seroja Inv,0.032,0.041,-,30 Jun 2019,16.05M,390.39M,42.50%,0.00,0.59M,SGD 0.0311,SGD 0.0311,11.949268292682927,0.19371326591314697,0.6540487804878049,0.417,-,-,1.66M,0.24M,17.71M,74.50M,5.10M,2.761,3.153,-4.12M,-,50.43M,2.84M,7.634,1.05M,6.542,-11.778,-,-
Serrano,0.031,0.031,-,30 Jun 2019,161.59M,5.35B,19.98%,0.05,0.00M,-,-,-,-,-,-,-,-,-0.65M,35.50M,160.94M,9.08M,2.01M,-,-,-,-,-,113.64M,-,-,-,-74.312,18.014,-
Shanghai Turbo,1.000,0.990,-,30 Jun 2019,27.18M,27.47M,17.13%,-0.07,0.01M,SGD 0.97346,SGD 0.97346,-,4.596469747984901,16.340404040404042,0.900,2.616,-,0.35M,-,27.53M,198.26M,14.29M,-5.581,-4.297,-2.12M,-,6.03M,-65.80M,-220.462,-1.73M,-28.742,-29.084,-,-
Shopper360,0.148,0.160,-,30 Jun 2019,18.32M,114.40M,50.31%,0.02,0.18M,SGD 0.15674,SGD 0.15674,12.079574999999998,0.31658125,9.062225,1.139,3.750,-,-3.88M,0.04M,12.10M,70.19M,19.04M,15.710,5.859,-0.77M,-,49.48M,9.38M,4.760,1.40M,2.537,-,-,-
Sim Leisure,0.220,-,-,30 Jun 2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sin Heng Mach,0.360,0.310,-,30 Jun 2019,35.89M,114.89M,40.40%,-0.04,0.25M,SGD 0.32384,SGD 0.32384,-,0.5583184183142558,6.014322580645161,0.315,4.839,-,-1.67M,10.21M,34.22M,151.48M,21.17M,-5.576,-3.598,-4.11M,-,86.68M,-5.82M,-6.718,-6.48M,-7.148,-,-,-
SingaporeKitchen,0.105,0.130,-,30 Jun 2019,20.15M,155.00M,12.76%,0.01,0.49M,SGD 0.12018,SGD 0.12018,23.437615384615384,0.3914201183431952,11.583923076923076,1.233,5.769,-,-4.86M,9.00M,15.29M,28.09M,9.51M,4.188,2.459,-0.18M,-,33.56M,1.43M,4.249,0.69M,2.026,11.744,43.354,-
SingMyanmar,0.125,0.150,-,30 Jun 2019,45.57M,303.00M,31.97%,-0.01,1.93M,SGD 0.14963,SGD 0.14977,-,0.9986111111111111,-,1.249,-,-,20.37M,8.53M,65.33M,59.25M,0.86M,-11.743,-,-3.28M,-,31.69M,-3.35M,-11.335,-3.44M,-11.904,-16.111,-,-
SingReinsurance,0.290,0.300,-,30 Jun 2019,182.05M,605.22M,61.08%,0.02,0.83M,SGD 0.29075,SGD 0.29075,19.9723,1.469881111111111,19.161266666666666,0.689,4.333,4.218,-87.14M,-,-,817.73M,-,3.364,1.115,-0.06M,-,115.74M,11.27M,9.735,8.79M,7.656,3.341,-15.471,-
Sinjia Land,0.016,0.008,-,30 Jun 2019,1.54M,177.07M,43.53%,-0.02,0.28M,SGD 0.00982,SGD 0.00982,-,11.684,-,0.123,-,-,-4.67M,1.17M,-3.14M,22.56M,4.85M,-26.388,-14.019,-,-,0.53M,-3.39M,-644.297,-3.55M,-644.297,-51.851,-,-
Sino Techfibre,0.090,0.090,-,30 Jun 2019,90.50M,930.00M,33.82%,-0.01,0.00M,-,-,-,0.593,4.894,-,-,0.815,10.37M,-,98.21M,"2,035.55M",182.89M,-2.657,-3.007,-94.13M,-,152.67M,-49.68M,-8.663,-12.03M,-7.878,6.422,-,-
Triyards,0.084,0.084,-,30 Jun 2019,27.34M,324.51M,100.00%,-0.66,0.00M,-,-,-,0.174,-,-,-,-,186.09M,0.73M,213.43M,358.29M,32.59M,-114.284,-38.843,-7.03M,-,157.59M,-94.05M,-80.936,-220.32M,-139.805,-91.933,-,-
TT Intl,0.014,0.014,-,30 Jun 2019,14.49M,1.05B,53.53%,-0.04,0.00M,-,-,-,0.059,-,-,-,-,469.84M,-,480.24M,728.06M,9.31M,"-1,953.989",-13.118,-2.95M,-,244.72M,-57.98M,-26.564,-56.58M,-39.547,-9.166,-,-
Tye Soon,0.129,0.140,-,30 Jun 2019,12.22M,87.27M,25.83%,-0.01,0.13M,SGD 0.14736,SGD 0.14736,-,-,-,0.231,4.093,-,64.44M,0.07M,76.66M,156.70M,14.71M,-2.107,-,-0.25M,-,-,2.54M,-,-,-,2.220,-,-
UG Healthcare,0.171,0.186,-,30 Jun 2019,35.95M,193.30M,17.60%,0.02,3.84M,SGD 0.19835,SGD 0.19835,8.75133870967742,0.3668225806451613,6.6901451612903235,0.850,1.263,-,28.05M,13.06M,56.06M,85.18M,6.73M,10.962,4.226,-4.68M,-,82.91M,5.16M,5.860,3.75M,4.159,6.629,-0.896,-
