symbol,exchange,name,type,week52change,week52high,week52low,marketcap,employees,day200movingavg,day50movingavg,float,avg10volume,avg30volume,ttmeps,ttmdividendrate,companyname,sharesoutstanding,maxchangepercent,year5changepercent,year2changepercent,year1changepercent,ytdchangepercent,month6changepercent,month3changepercent,month1changepercent,day30changepercent,day5changepercent,nextdividenddate,dividendyield,nextearningsdate,exdividenddate,peratio,beta,primaryexchange,calculationprice,open,opentime,opensource,close,closetime,closesource,high,hightime,highsource,low,lowtime,lowsource,latestprice,latestsource,latesttime,latestupdate,latestvolume,iexrealtimeprice,iexrealtimesize,iexlastupdated,delayedprice,delayedpricetime,oddlotdelayedprice,oddlotdelayedpricetime,extendedprice,extendedchange,extendedchangepercent,extendedpricetime,previousclose,previousvolume,change,changepercent,volume,iexmarketpercent,iexvolume,avgtotalvolume,iexbidprice,iexbidsize,iexaskprice,iexasksize,iexopen,iexopentime,iexclose,iexclosetime,ytdchange,lasttradetime,isusmarketopen
CAR,NAS,Avis Budget Group Inc.,cs,-0.574603,52.98,6.35,1025252492,30000,27.53,16.05,68378220,7144422.4,6008446.87,3.0833,,"Avis Budget Group, Inc.",69555800,-0.0828,-0.7194,-0.6685,-0.574603,-0.557756,-0.523748,-0.605249,-0.075862,0.006143,0.055118,,,2020-08-10,,4.78,1.6746398243977014,NASDAQ,close,13.68,1588944601391,official,14.74,1588968000551,official,14.8,1588982399023,15 minute delayed price,13.59,1588944600265,15 minute delayed price,14.74,Close,"May 8, 2020",1588968000551,5029200,,,,14.74,1588967999509,14.74,1588967995289,15.05,0.31,0.02103,1588982399023,13.05,4003951,1.69,0.1295,5029200,,,6008447,,,,,,,14.75,1588967993246,-0.4177,1588967999509,false
CARA,NAS,Cara Therapeutics Inc,cs,-0.265041,27.55,8.88,662131509,67,18.22,13.74,42351651,480325.2,488576.9,-2.4823,,"CARA Therapeutics, Inc.",46727700,0.0976,0.4114,0.1036,-0.265041,-0.082254,-0.333803,-0.187267,0.032799,0.124603,-0.024776,,,2020-05-11,,-5.71,1.187369150239419,NASDAQ,close,14.96,1588944600837,official,14.17,1588968000505,official,15.11,1588980873984,15 minute delayed price,14.09,1588962581898,15 minute delayed price,14.17,Close,"May 8, 2020",1588968000505,701421,,,,14.17,1588968000505,14.21,1588967999155,14.15,-0.02,-0.00141,1588980873984,14.76,318902,-0.59,-0.03997,701421,,,488577,,,,,,,14.17,1588967986452,-0.16147,1588968000505,false
CARE,NAS,Carter Bank & Trust,cs,-0.576631,24.25,6.44,220197960,,17.57,9.87,22481028,70179.7,73494.2,0.8906,0.14,Carter Bank & Trust,26308000,9.0843,-0.325,-0.5236,-0.576631,-0.623143,-0.589303,-0.581081,-0.043429,-0.06271,-0.016451,,0.01672640382317802,2020-07-23,2020-02-14,9.4,1.4947372305707018,NASDAQ,close,7.69,1588944600154,official,8.37,1588968000567,official,8.48,1588968016678,15 minute delayed price,7.52,1588946466303,15 minute delayed price,8.37,Close,"May 8, 2020",1588968000567,70156,,,,8.37,1588968016678,8.48,1588967999959,8.37,0,0,1588968004481,7.42,88662,0.95,0.12803,70156,,,73494,,,,,,,8.38,1588967912238,-0.5187700000000001,1588968016678,false
CARG,NAS,CarGurus Inc. Class A,cs,-0.355355,42.82,14.25,2901459645,921,30.73,20.25,83925130,3232296.4,2315687.3,0.3775,,"Cargurus, Inc.",92655400,-0.066,-0.066,-0.2149,-0.355355,-0.29444,-0.318519,-0.205429,0.326468,0.35865,0.101796,,,2020-08-11,,68.24,1.219108276459492,NASDAQ,close,26,1588944600083,official,25.76,1588968000446,official,26.68,1588977552690,15 minute delayed price,22.87,1588955372487,15 minute delayed price,25.76,Close,"May 8, 2020",1588968000446,4799879,,,,25.81,1588967995673,25.76,1588967984668,25.76,0,0,1588977552690,24.87,4071481,0.89,0.03579,4799879,,,2315687,,,,,,,25.81,1588967995968,-0.23591,1588967998155,false
CARV,NAS,Carver Bancorp Inc.,cs,-0.467647,3.75,1.25,6697000,114,2.62,1.9,1351588,8821.3,8853.5,-1.3963,,"Carver Bancorp, Inc.",3700000,-0.9915,-0.6157,-0.4046,-0.467647,-0.295747,-0.400662,-0.267888,0.005556,-0.090452,-0.039941,,,,,-1.3,0.4157591752953748,NASDAQ,close,1.95,1588944600324,official,1.81,1588968000685,official,1.95,1588968000685,15 minute delayed price,1.81,1588967308313,15 minute delayed price,1.81,Close,"May 8, 2020",1588968000685,36472,,,,1.81,1588968000685,1.82,1588967548850,1.75,-0.06,-0.03315,1588281768189,1.85,4126,-0.04,-0.02162,36472,,,8854,,,,,,,1.86,1588954860347,-0.25142,1588968000685,false
CASA,NAS,Casa Systems Inc.,cs,-0.408163,8.03,1.85,337142806,997,4.8,3.55,28050364,513847.5,424683.9,-0.3769,,"Casa Systems, Inc.",83040100,-0.6877,-0.6877,-0.8231,-0.408163,0.00495,0.153409,0.085561,0.012469,0.187135,-0.033333,,,2020-08-18,,-10.77,1.1692449153192643,NASDAQ,close,4.08,1588944601045,official,4.06,1588968000437,official,4.23,1588970496746,15 minute delayed price,4.03,1588967445205,15 minute delayed price,4.06,Close,"May 8, 2020",1588968000437,391436,,,,4.06,1588970496746,4.06,1588967984768,4.06,0,0,1588970496745,4.04,595958,0.02,0.00495,391436,,,424684,,,,,,,4.055,1588967940283,-0.014350000000000002,1588968000437,false
CASH,NAS,Meta Financial Group Inc.,cs,-0.363532,40,14.62,576223200,1186,30.75,20.67,31550037,353697.9,407506.77,3.304,0.2,"Meta Financial Group, Inc.",34608000,2.0495,0.2528,-0.5122,-0.363532,-0.539674,-0.487219,-0.568765,-0.144399,-0.222689,-0.024033,,0.012012012012012014,2020-07-23,2020-03-09,5.04,1.3032997674925155,NASDAQ,close,16.38,1588944600170,official,16.65,1588968000438,official,16.81,1588978608567,15 minute delayed price,16.07,1588949068265,15 minute delayed price,16.65,Close,"May 8, 2020",1588968000438,550607,,,,16.65,1588968102210,16.62,1588967997919,16.85,0.2,0.01201,1588978608567,15.94,296166,0.71,0.04454,550607,,,407507,,,,,,,16.65,1588967985641,-0.5041599999999999,1588967997623,false
CASI,NAS,CASI Pharmaceuticals Inc,cs,-0.49546799999999996,3.82,1.15,168528050,125,2.78,1.82,43979564,123892.4,136392.5,-0.478,,"CASI Pharmaceuticals, Inc.",100915000,1.5692,0.1929,-0.791,-0.495468,-0.466454,-0.478125,-0.264317,-0.147959,-0.197115,-0.02907,,,2020-05-13,,-3.49,0.9804035652799226,NASDAQ,close,1.67,1588944600282,official,1.67,1588968000602,official,1.77,1588971895183,15 minute delayed price,1.6,1588960908294,15 minute delayed price,1.67,Close,"May 8, 2020",1588968000602,201318,,,,1.67,1588968000602,1.68,1588967990566,1.67,0,0,1588971895183,1.71,116146,-0.04,-0.02339,201318,,,136393,,,,,,,1.69,1588967424662,-0.48639000000000004,1588968000602,false
CASS,NAS,Cass Information Systems Inc.,cs,-0.206861,60.97,28.85,550187855,1122,49.97,36.49,13038789,53477.7,83567.7,2.0622,1.06,"Cass Information Systems, Inc.",14508000,5.3162,-0.0078,-0.2568,-0.206861,-0.333973,-0.347975,-0.287449,0.122059,0.118113,0,2020-06-04,0.02778505897771953,,2020-03-02,18.5,1.0232141926515288,NASDAQ,close,36.9,1588944600239,official,38.15,1588968000605,official,38.26,1588968014626,15 minute delayed price,36.01,1588944674668,15 minute delayed price,38.15,Close,"May 8, 2020",1588968000605,41435,,,,38.15,1588968014626,38.26,1588967999959,38.15,0,0,1588968014626,36.18,37046,1.97,0.05445,41435,,,83568,,,,,,,38.08,1588967771305,-0.28815,1588968014626,false
CASY,NAS,Casey's General Stores Inc.,cs,0.142535,181.99,114.01,5586065080,36841,162.08,149.39,36627654,239614.6,296957.6,6.1543,1.25,"Casey's General Stores, Inc.",36794000,11.7046,0.847,0.5038,0.142535,-0.045457,-0.09345,-0.082769,0.05916,0.148064,-0.00862,,0.008233434330127784,2020-06-15,2020-04-30,24.67,0.8414632272727711,NASDAQ,close,147.88,1588944600836,official,151.82,1588968000302,official,152.38,1588972528629,15 minute delayed price,147.695,1588944993711,15 minute delayed price,151.82,Close,"May 8, 2020",1588968000302,270344,,,,151.82,1588968366284,151.82,1588967995787,153.55,1.73,0.0114,1588972528629,146.16,284426,5.66,0.03872,270344,,,296958,,,,,,,151.57,1588967973576,-0.01108,1588967999009,false
CATB,NAS,Catabasis Pharmaceuticals Inc,cs,-0.209909,8.9,2.74,108457032,27,5.46,4.68,17084309,132120.4,129333.63,-2.3566,,"Catabasis Pharmaceuticals, Inc.",17897200,-0.9534,-0.9534,-0.6435,-0.209909,-0.001647,0.13271,0.141243,0.328947,0.530303,0.028862,,,2020-05-12,,-2.57,0.8657034348194378,NASDAQ,close,5.99,1588944600518,official,6.06,1588968000318,official,6.16,1588973661718,15 minute delayed price,5.84,1588960034460,15 minute delayed price,6.06,Close,"May 8, 2020",1588968000318,219400,,,,6.06,1588968000318,6.09,1588967982818,6.2,0.14,0.0231,1588973661718,5.96,93986,0.1,0.01678,219400,,,129334,,,,,,,6.115,1588967829509,0.01678,1588968000318,false
CATC,NAS,Cambridge Bancorp,cs,-0.369062,85.95,44.2,280651364,321,70.6,53.25,5261341,19471.4,21969.03,5.2554,2.06,Cambridge Bancorp,5417980,0.6187,0.1385,-0.4079,-0.369062,-0.340211,-0.3574,-0.286992,-0.035022,0.036,-0.014272,,0.039768339768339774,2020-07-21,2020-05-06,9.86,0.9584355934600125,NASDAQ,close,50.96,1588944601432,official,51.8,1588968000305,official,54.09,1588968079589,15 minute delayed price,50.96,1588944601432,15 minute delayed price,51.8,Close,"May 8, 2020",1588968000305,13500,,,,51.9,1588968079589,52.9,1588967984595,51.9,0.1,0.00193,1588968079589,49.74,18499,2.06,0.04142,13500,,,21969,,,,,,,52.6,1588967859668,-0.30828,1588968000305,false
CATM,NAS,Cardtronics plc Class A,cs,-0.376538,47.41,15.71,968659197,1987,33.59,23.42,43710446,888487.3,734686.03,1.1013,,Cardtronics plc,44454300,1.2937,-0.4219,-0.2668,-0.376538,-0.503192,-0.449608,-0.51653,-0.057526,-0.02462,0.051641,,,2020-07-30,,19.79,1.2567818339167518,NASDAQ,close,21.62,1588944600417,official,21.79,1588968000674,official,23.44,1588971160438,15 minute delayed price,20.5,1588955387114,15 minute delayed price,21.79,Close,"May 8, 2020",1588968000674,1278774,,,,21.82,1588971160438,21.76,1588967998772,21.82,0.03,0.00138,1588971160438,20.2,1370543,1.59,0.07871,1278774,,,734686,,,,,,,21.795,1588967976376,-0.43709000000000003,1588968000674,false
CATY,NAS,Cathay General Bancorp,cs,-0.28962299999999996,38.91,17.58,2082400266,1219,33.01,24.16,74977211,429268.2,450337.1,3.2492,1.24,Cathay General Bancorp,79420300,0.3117,-0.0877,-0.3617,-0.289623,-0.311811,-0.29288,-0.282823,0.000763,0.162749,0.019837,,0.04729214340198322,2020-07-15,2020-02-28,8.07,1.3712602112165462,NASDAQ,close,25.11,1588944600329,official,26.22,1588968000667,official,26.26,1588968368291,15 minute delayed price,25.03,1588949116360,15 minute delayed price,26.22,Close,"May 8, 2020",1588968000667,363156,,,,26.22,1588968368291,26.22,1588967995268,26.22,0,0,1588968368291,24.34,351283,1.88,0.07724,363156,,,450337,,,,,,,26.19,1588967989411,-0.23776,1588967999012,false
CBAN,NAS,Colony Bankcorp Inc.,cs,-0.348302,17.75,9.55,107526190,370,14.78,11.95,7004343,17173.6,15837.03,0.9554,0.325,"Colony Bankcorp, Inc.",9498780,-0.0018,0.3705,-0.3144,-0.348302,-0.283091,-0.278981,-0.257705,-0.062914,-0.122481,-0.112157,2020-05-07,0.02871024734982332,,2020-05-07,11.85,0.7449846824724041,NASDAQ,close,11.4,1588944601394,official,11.32,1588968000338,official,11.97,1588968012427,15 minute delayed price,11.32,1588963299396,15 minute delayed price,11.32,Close,"May 8, 2020",1588968000338,11205,,,,11.32,1588968012427,11.52,1588967997626,11.38,0.06,0.0053,1588968004368,11.17,11653,0.15,0.01343,11205,,,15837,,,,,,,11.41,1588967799707,-0.30007,1588968012427,false
CBAT,NAS,CBAK Energy Technology Inc.,cs,-0.48092100000000004,1.2,0.36,25342651,610,0.6845,0.4375,29671484,29769,26922.7,-0.3498,,"CBAK Energy Technology, Inc.",52775200,-0.905,-0.8584,-0.616,-0.480921,-0.578772,0.039394,-0.281353,0.2002,0.2005,0.021485,,,,,-1.37,0.18699194227479873,NASDAQ,close,0.475,1588944600146,official,0.4802,1588968000621,official,0.489,1588968120949,15 minute delayed price,0.45,1588945351259,15 minute delayed price,0.4802,Close,"May 8, 2020",1588968000621,30960,,,,0.4707,1588968120949,0.4888,1588967749866,0.4707,-0.0095,-0.01978,1588968120949,0.46,10484,0.0202,0.04391,30960,,,26923,,,,,,,0.48,1588955806342,-0.53849,1588967891914,false
