symbol,exchange,name,type,week52change,week52high,week52low,marketcap,employees,day200movingavg,day50movingavg,float,avg10volume,avg30volume,ttmeps,ttmdividendrate,companyname,sharesoutstanding,maxchangepercent,year5changepercent,year2changepercent,year1changepercent,ytdchangepercent,month6changepercent,month3changepercent,month1changepercent,day30changepercent,day5changepercent,nextdividenddate,dividendyield,nextearningsdate,exdividenddate,peratio,beta,primaryexchange,calculationprice,open,opentime,opensource,close,closetime,closesource,high,hightime,highsource,low,lowtime,lowsource,latestprice,latestsource,latesttime,latestupdate,latestvolume,iexrealtimeprice,iexrealtimesize,iexlastupdated,delayedprice,delayedpricetime,oddlotdelayedprice,oddlotdelayedpricetime,extendedprice,extendedchange,extendedchangepercent,extendedpricetime,previousclose,previousvolume,change,changepercent,volume,iexmarketpercent,iexvolume,avgtotalvolume,iexbidprice,iexbidsize,iexaskprice,iexasksize,iexopen,iexopentime,iexclose,iexclosetime,ytdchange,lasttradetime,isusmarketopen
CXO,NYS,Concho Resources Inc.,cs,-0.471331,116.92,33.13,11534898480,1453,69.22,50.75,193569720,2354254.5,2574835.57,-47.5816,0.575,"Concho Resources, Inc.",196707000,3.5457,-0.5117,-0.6223,-0.471331,-0.325589,-0.187699,-0.241299,0.11187,0.392543,0.015939,,0.009805593451568895,2020-07-29,2020-05-07,-1.23,1.30321602315883,New York Stock Exchange,close,58.35,1588944600506,official,58.64,1588968001819,official,59.09,1588977000007,15 minute delayed price,56.98,1588960626758,15 minute delayed price,58.64,Close,"May 8, 2020",1588968001819,2067722,,,,58.64,1588968600008,58.64,1588967996774,58.64,0,0,1588977000007,56.989999999999995,2036808,1.65,0.02895,2067722,,,2574836,,,,,,,58.63,1588967997287,-0.30545,1588968027609,false
CXP,NYS,Columbia Property Trust Inc.,cs,-0.38825699999999996,22.72,7.63,1537710720,93,19.16,13.5,113397928,701566.2,999272.93,-0.3781,0.82,"Columbia Property Trust, Inc.",114413000,4.7191,-0.4888,-0.3965,-0.388257,-0.350411,-0.352289,-0.393228,-0.058164,0.070064,0.020501,,0.06101190476190476,2020-07-23,2020-02-28,-35.55,1.4627897002275523,New York Stock Exchange,close,13.17,1588944600552,official,13.44,1588968001627,official,13.63,1588977000009,15 minute delayed price,13.08,1588945101542,15 minute delayed price,13.44,Close,"May 8, 2020",1588968001627,645977,,,,13.44,1588968099241,13.41,1588967995087,13.44,0,0,1588977000009,12.81,600874,0.63,0.04918,645977,,,999273,,,,,,,13.4,1588967995779,-0.31172,1588968001626,false
CXW,NYS,CoreCivic Inc.,cs,-0.428902,24.38,8.33,1475025570,14075,15.3,11.87,118013769,1203645.7,1137545.5,1.4404,1.76,"CoreCivic, Inc.",119629000,1.0723,-0.6568,-0.4297,-0.428902,-0.286045,-0.226474,-0.265197,0.095027,0.079685,0.052048,,0.14274128142741282,2020-08-05,2020-03-31,8.56,1.4109277620868181,New York Stock Exchange,close,11.25,1588944600640,official,12.33,1588968001846,official,12.42,1588977000005,15 minute delayed price,11.13,1588944850624,15 minute delayed price,12.33,Close,"May 8, 2020",1588968001846,1401102,,,,12.33,1588968530314,12.31,1588967985055,12.33,0,0,1588977000005,11,1255713,1.33,0.12091,1401102,,,1137546,,,,,,,12.315,1588967992651,-0.17689,1588967999010,false
CYD,NYS,China Yuchai International Limited,cs,-0.154646,16,7.77,531566483,8852,12.73,10.88,16373923,70425.7,85054.37,2.1492,0.85,China Yuchai International Ltd.,40858300,0.6365,-0.3527,-0.366,-0.154646,-0.046886,-0.088936,0.008527,0.116738,0.437569,0.100677,2020-07-15,0.06533435818601076,2020-08-06,2019-07-10,6.05,0.6079498077166995,New York Stock Exchange,close,12.21,1588944600561,official,13.01,1588968001802,official,13.17,1588977000006,15 minute delayed price,12.21,1588944600562,15 minute delayed price,13.01,Close,"May 8, 2020",1588968001802,65603,,,,13.01,1588968000000,13.09,1588967990512,13.01,0,0,1588977000006,12.1,97035,0.91,0.07521,65603,,,85054,,,,,,,12.85,1588959429054,0.05341,1588968001802,false
CYH,NYS,Community Health Systems Inc.,cs,-0.140805,7.47,1.79,357798350,80000,3.43,3.51,112820401,2479457.9,2438255.8,-4.7304,,"Community Health Systems, Inc.",119665000,-0.8211,-0.9264,-0.3822,-0.140805,0.087273,0.064057,-0.367865,-0.225389,-0.10479,0,,,2020-08-10,,-0.63,1.5789349197346216,New York Stock Exchange,close,2.95,1588944600621,official,2.99,1588968001861,official,3.03,1588977000005,15 minute delayed price,2.8,1588946138322,15 minute delayed price,2.99,Close,"May 8, 2020",1588968001861,1783818,,,,2.99,1588968984180,2.97,1588967996832,2.99,0,0,1588977000005,2.85,1932908,0.14,0.04912,1783818,,,2438256,,,,,,,2.965,1588967986015,0.06272,1588968014956,false
CZZ,NYS,Cosan Limited Class A,cs,0.0059370000000000004,23.7,8.56,2630655262,,16.62,13.09,97962529,812384.3,1053831.63,1.4520837,,Cosan Ltd.,125477000,0.1295,0.6634,0.2393,0.005937,-0.490331,-0.307647,-0.451434,0.034002,-0.034202,-0.043548,,,2020-06-04,2018-05-07,8.17,1.4857789307730827,New York Stock Exchange,close,11.58,1588944600530,official,11.86,1588968001912,official,12.02,1588977000007,15 minute delayed price,11.53,1588945110283,IEX real time price,11.86,Close,"May 8, 2020",1588968001912,739730,,,,11.86,1588968101065,11.85,1588967996538,11.86,0,0,1588977000007,11.38,1070897,0.48,0.04218,739730,,,1053832,,,,,,,11.835,1588967813747,-0.44062,1588967999271,false
D,NYS,Dominion Energy Inc,cs,0.069431,90.89,57.79,65797278400,19100,80.06,76.85,836724854,3251566.2,3556330.4,2.1388,3.6925,"Dominion Energy, Inc.",839251000,1.8161,0.1088,0.2047,0.069431,-0.043436,-0.015323,-0.073176,-0.039098,0.072944,0.034301,2020-06-04,0.04709821428571428,2020-07-29,2020-02-27,36.66,1.0114567245577828,New York Stock Exchange,close,78.72,1588944600724,official,78.4,1588968001759,official,78.9,1588981190526,15 minute delayed price,77.55,1588953597607,IEX real time price,78.4,Close,"May 8, 2020",1588968001759,3235980,,,,78.4,1588968366310,78.39,1588968000006,78.44,0.04,0.00051,1588981190526,78.1,4363662,0.3,0.00384,3235980,,,3556330,,,,,,,78.35,1588967983598,-0.05026,1588968000006,false
DAL,NYS,Delta Air Lines Inc.,cs,-0.5985159999999999,63.44,19.1,14491406720,91000,50.25,28.86,635578939,61207547.5,59126118.67,5.4078,1.5575,"Delta Air Lines, Inc.",637826000,0.0965,-0.4843,-0.5622,-0.598516,-0.615176,-0.602867,-0.606307,-0.068471,-0.231134,0.006646,,0.06855193661971831,2020-07-09,2020-02-19,4.2,1.2254040334272962,New York Stock Exchange,close,22.36,1588944601022,official,22.72,1588968002111,official,22.92,1588982398765,15 minute delayed price,22.05,1588944676113,15 minute delayed price,22.72,Close,"May 8, 2020",1588968002111,42990701,,,,22.72,1588968597665,22.71,1588967995149,22.55,-0.17,-0.00748,1588982398765,21.68,48328180,1.04,0.04797,42990701,,,59126119,,,,,,,22.715,1588967990332,-0.5665300000000001,1588967999687,false
DAN,NYS,Dana Incorporated,cs,-0.37399299999999996,20.71,4.22,1571964160,36300,14.22,9.13,143248413,2508352.1,2061983.87,1.1524,0.4,"Dana, Inc.",144482000,-0.1433,-0.4928,-0.5446,-0.373993,-0.412844,-0.384267,-0.296248,0.145263,0.339901,0.027384,,0.03676470588235294,2020-07-23,2020-02-27,9.44,1.7100747820448676,New York Stock Exchange,close,10.59,1588944600529,official,10.88,1588968001882,official,10.99,1588977000008,15 minute delayed price,10.4,1588944712663,15 minute delayed price,10.88,Close,"May 8, 2020",1588968001882,2008259,,,,10.88,1588968017798,10.865,1588967984807,10.88,0,0,1588977000008,10.17,2518605,0.71,0.06981,2008259,,,2061984,,,,,,,10.875,1588967955550,-0.34109,1588968017798,false
DAR,NYS,Darling Ingredients Inc.,cs,0.07767,29.57,10.25,3641665800,10100,22.25,20.09,161425367,1061785.8,1123815.8,2.3184,,"Darling Ingredients, Inc.",164039000,10.3265,0.5971,0.3059,0.07767,-0.214715,-0.033522,-0.212207,0.07454,0.2,0.113899,,,2020-08-05,,9.58,1.1595373512150573,New York Stock Exchange,close,21.82,1588944600588,official,22.2,1588968001826,official,22.32,1588977000004,15 minute delayed price,21.52,1588945443389,15 minute delayed price,22.2,Close,"May 8, 2020",1588968001826,1135825,,,,22.2,1588970476703,22.19,1588967995845,22.2,0,0,1588977000004,21.26,1069600,0.94,0.04421,1135825,,,1123816,,,,,,,22.2,1588967997005,-0.16969,1588968014869,false
DB,NYS,Deutsche Bank AG,cs,-0.083548,11.16,4.99,14721097100,87597,7.64,6.65,1819930212,6672078.1,5951415.23,-2.9194,0.11,Deutsche Bank AG,2064670000,-0.7833,-0.7523,-0.4826,-0.083548,-0.144058,-0.063075,-0.307767,0.06577,0.102009,0.011348,,0.015427769985974754,,2019-05-24,-2.44,1.1812457092408655,New York Stock Exchange,close,7.12,1588944600682,official,7.13,1588968001821,official,7.15,1588977000006,15 minute delayed price,7.05,1588949137685,15 minute delayed price,7.13,Close,"May 8, 2020",1588968001821,2759094,,,,7.13,1588970497960,7.14,1588967995135,7.13,0,0,1588977000006,6.99,5227232,0.14,0.02003,2759094,,,5951415,,,,,,,7.135,1588967992306,-0.10077,1588968023220,false
DBD,NYS,Diebold Nixdorf Incorporated,cs,-0.522581,14.66,2.8,401406488,22000,9.01,4.53,75099512,2181715.5,1927833.07,-3.9191,,"Diebold Nixdorf, Inc.",77491600,-0.8488,-0.8464,-0.5647,-0.522581,-0.559149,-0.35732,-0.560645,0.143488,0.345455,0.177273,,,2020-07-30,2018-02-23,-1.32,2.3382524140031555,New York Stock Exchange,close,5.01,1588944600642,official,5.18,1588968001816,official,5.39,1588977000006,15 minute delayed price,4.96,1588944607703,15 minute delayed price,5.18,Close,"May 8, 2020",1588968001816,1583138,,,,5.18,1588968099334,5.18,1588967996174,5.18,0,0,1588977000006,5.01,1769479,0.17,0.03393,1583138,,,1927833,,,,,,,5.165,1588967897247,-0.48197,1588968001813,false
DBI,NYS,Designer Brands Inc. Class A,cs,-0.7233750000000001,21.89,2.6,432146400,15800,13.87,6.89,60281481,1778084.4,1820347.1,1.275,1,"Designer Brands, Inc.",64291400,-0.5223,-0.831,-0.7445,-0.723375,-0.626168,-0.659478,-0.592114,0.092896,-0.021207,0.015228,,0.16666666666666666,2020-05-27,2020-03-27,4.71,1.679438845235458,New York Stock Exchange,close,5.57,1588944600591,official,6,1588968001836,official,6.08,1588977000007,15 minute delayed price,5.57,1588944600591,15 minute delayed price,6,Close,"May 8, 2020",1588968001836,2214384,,,,6,1588969389459,5.99,1588967985074,6,0,0,1588977000007,5.44,1468521,0.56,0.10294,2214384,,,1820347,,,,,,,6,1588967984425,-0.52786,1588968001833,false
DCI,NYS,Donaldson Company Inc.,cs,-0.143487,58.32,31.08,5660325150,14100,49.84,41.31,126273297,452907.9,495980.23,2.0586,0.84,"Donaldson Co., Inc.",126771000,3.8851,0.2703,-0.0361,-0.143487,-0.229907,-0.191709,-0.154356,0.046403,0.225302,0.046893,,0.018812989921612542,2020-06-02,2020-02-13,21.69,1.0518217338779583,New York Stock Exchange,close,44.03,1588944600574,official,44.65,1588968001737,official,44.74,1588977000005,15 minute delayed price,43.858,1588944803556,15 minute delayed price,44.65,Close,"May 8, 2020",1588968001737,565134,,,,44.65,1588968018518,44.7,1588967995863,44.65,0,0,1588977000005,43.29,333825,1.36,0.03142,565134,,,495980,,,,,,,44.65,1588967994100,-0.19698,1588968018518,false
DCO,NYS,Ducommun Incorporated,cs,-0.419474,57.84,16.27,329192262,2800,40.07,27.76,10758844,124308.5,117732.37,2.8475,,"Ducommun, Inc.",11648700,1.661,-0.0722,-0.0605,-0.419474,-0.364229,-0.402663,-0.299975,0.094924,0.186896,0.086923,,,2020-08-10,,9.92,1.2084289752809936,New York Stock Exchange,close,27.09,1588944600604,official,28.26,1588968001875,official,28.36,1588977000005,15 minute delayed price,27.09,1588944600604,15 minute delayed price,28.26,Close,"May 8, 2020",1588968001875,106164,,,,28.26,1588968600006,28.23,1588967982974,28.26,0,0,1588977000005,26.52,121062,1.74,0.06561,106164,,,117732,,,,,,,28.12,1588967814350,-0.36279,1588968016555,false
DCP,NYS,DCP Midstream LP,cs,-0.7403660000000001,33.45,2.2,1656223500,,19.74,7.05,88464626,2672934.5,3372925.33,-3.9429,2.73,DCP Midstream LP,208330000,-0.6551,-0.7992,-0.7809,-0.740366,-0.684399,-0.656884,-0.621068,0.303279,1.277937,-0.034022,,0.3433962264150943,2020-08-11,2020-04-30,-2.02,1.3052344124521076,New York Stock Exchange,close,7.85,1588944600522,official,7.95,1588968001881,official,7.998,1588982342479,15 minute delayed price,7.65,1588944600731,15 minute delayed price,7.95,Close,"May 8, 2020",1588968001881,1581363,,,,7.95,1588968001923,7.78,1588967995678,7.95,0,0,1588982342479,7.65,3840227,0.3,0.03922,1581363,,,3372925,,,,,,,7.78,1588967995679,-0.63828,1588968001923,false
DD,NYS,DuPont de Nemours Inc.,cs,-0.284385,77.03,28.33,34437093210,35000,58.04,38.59,731908207,6355986,6425380.07,-0.8598,1.32,"DuPont de Nemours, Inc.",733797000,0.1869,-0.3517,-0.4919,-0.284437,-0.260945,-0.34982,-0.093666,0.150809,0.38723,0.049419,2020-05-28,0.02812699765608353,2020-07-30,2020-02-27,-54.58,1.1911024211045484,New York Stock Exchange,close,45.29,1588944600940,official,46.93,1588968001914,official,47.05,1588977775391,15 minute delayed price,45.04,1588944674354,15 minute delayed price,46.93,Close,"May 8, 2020",1588968001914,4776600,,,,46.93,1588968099333,46.93,1588967996879,46.94,0.01,0.00021,1588977775391,44.76,4262957,2.17,0.04848,4776600,,,6425380,,,,,,,46.91,1588967969188,-0.22732,1588967999281,false
DDD,NYS,3D Systems Corporation,cs,-0.065476,12.56,5.2,933192300,2472,8.65,7.58,115978328,2625146.1,2553978.37,-0.5649,,3D Systems Corp.,118867000,23.5312,-0.6572,-0.2189,-0.065476,-0.097701,-0.161325,-0.286364,0.060811,0.057951,-0.043849,,,2020-08-05,,-13.9,1.2590673054929697,New York Stock Exchange,close,7.77,1588944600654,official,7.85,1588968001974,official,8,1588981138337,15 minute delayed price,7.64,1588944669766,15 minute delayed price,7.85,Close,"May 8, 2020",1588968001974,2481768,,,,7.85,1588968469837,7.845,1588967995925,7.87,0.02,0.00255,1588981138337,7.46,6989356,0.39,0.05228,2481768,,,2553978,,,,,,,7.845,1588967961551,-0.06272,1588967999667,false
DDS,NYS,Dillard's Inc. Class A,cs,-0.579527,86.71,22.18,660653830,38000,59.38,35.98,14913441,670099.6,718902.73,4.3685,0.5,"Dillard's, Inc.",19367300,1.1839,-0.7768,-0.5969,-0.579527,-0.596574,-0.58257,-0.565164,-0.150075,-0.293853,0.035924,,0.017692852087756547,2020-05-14,2020-03-30,6.47,1.4257727615536286,New York Stock Exchange,close,27.17,1588944600606,official,28.26,1588968004811,official,28.41,1588981887596,15 minute delayed price,26.985,1588944699489,15 minute delayed price,28.26,Close,"May 8, 2020",1588968004811,544121,,,,28.26,1588968154746,28.25,1588967985074,28.48,0.22,0.00778,1588981887596,26.03,350653,2.23,0.08567,544121,,,718903,,,,,,,28.17,1588967991800,-0.53423,1588967999510,false
DE,NYS,Deere & Company,cs,-0.11885799999999999,181.99,106.14,42965940000,73500,160.02,138.67,313049525,1584475.5,1927460.07,10.356,3.04,Deere & Co.,313620000,5.9473,0.5227,-0.023,-0.118858,-0.225376,-0.238042,-0.185687,-0.060034,0.013989,0.03054,,0.022189781021897812,2020-05-22,2020-03-30,13.23,1.1289066913730106,New York Stock Exchange,close,138,1588944600752,official,137,1588968001763,official,138.95,1588981276796,15 minute delayed price,136.72,1588948600048,15 minute delayed price,137,Close,"May 8, 2020",1588968001763,1728948,,,,137,1588968472677,137.01,1588967982808,137.03,0.03,0.00022,1588981276796,136,1059137,1,0.00735,1728948,,,1927460,,,,,,,137.02,1588967995085,-0.20635,1588968001754,false
DEA,NYS,Easterly Government Properties Inc.,cs,0.466518,29.7,17.47,2201996259,37,23.04,25.27,74069047,742737,928331.4,0.1303,1.04,"Easterly Government Properties, Inc.",75116700,0.6955,0.6549,0.228,0.466518,0.130323,0.142609,0.060961,-0.103683,0.100964,0.043685,2020-05-13,0.0395738203957382,2020-08-11,2020-03-04,201.69,0.682010997909483,New York Stock Exchange,close,26.73,1588944600526,official,26.28,1588968001644,official,26.88,1588977000008,15 minute delayed price,26.07,1588955052652,15 minute delayed price,26.28,Close,"May 8, 2020",1588968001644,470968,,,,26.28,1588971111243,26.26,1588967985071,26.28,0,0,1588977000008,26.47,836817,-0.19,-0.00718,470968,,,928331,,,,,,,26.3,1588967980971,0.09612,1588968017697,false
DECK,NYS,Deckers Outdoor Corporation,cs,0.001948,203.19,78.7,4175249840,3500,155.81,140.73,27687213,351048.7,369488.6,10.0947,,Deckers Outdoor Corp.,27988000,105.5571,1.0416,0.5743,0.001948,-0.133531,-0.092965,-0.227247,0.002015,0.120896,0.063672,,,2020-05-21,,14.78,1.1607414574754238,New York Stock Exchange,close,147.94,1588944600504,official,149.18,1588968001604,official,150.38,1588977000000,15 minute delayed price,145.1,1588945155426,15 minute delayed price,149.18,Close,"May 8, 2020",1588968001604,220368,,,,149.18,1588968175652,149.28,1588967996597,149.18,0,0,1588977000000,144.56,250243,4.62,0.03196,220368,,,369489,,,,,,,149.18,1588967997984,-0.08914,1588968001603,false
DEI,NYS,Douglas Emmett Inc,cs,-0.27362200000000003,45.59,23.16,6036102000,713,39.71,31,165757084,1320676.5,1471712.8,2.0582,1.08,"Douglas Emmett, Inc.",175375000,0.2482,0.0453,-0.2384,-0.273622,-0.321379,-0.316667,-0.321379,-0.111379,-0.024777,0.033975,,0.03658536585365854,2020-08-04,2020-03-30,14.34,1.0839912626447707,New York Stock Exchange,close,28.7,1588944600521,official,29.52,1588968001824,official,30.32,1588977000007,15 minute delayed price,28.7,1588944600521,15 minute delayed price,29.52,Close,"May 8, 2020",1588968001824,1394033,,,,29.52,1588968027591,29.485,1588967996095,29.52,0,0,1588977000007,28.56,2133254,0.96,0.03361,1394033,,,1471713,,,,,,,29.51,1588967996096,-0.29689,1588968027591,false
DELL,NYS,Dell Technologies Inc Class C,cs,-0.349381,70.55,25.51,32278041846,165000,48.08,38.86,249226871,1777626.6,2372443.7,6.4038,,"Dell Technologies, Inc.",253250000,0.834,0.834,0.0877,-0.349381,-0.165232,-0.199376,-0.162349,0.050289,0.126452,0.076449,,,2020-06-03,,6.82,1.1885405530492354,New York Stock Exchange,close,42.4,1588944600725,official,43.65,1588968001745,official,43.8,1588980638515,15 minute delayed price,42.26,1588944600871,15 minute delayed price,43.65,Close,"May 8, 2020",1588968001745,2100366,,,,43.65,1588968592104,43.48,1588967985036,43.7,0.05,0.00115,1588980638515,41.75,1120455,1.9,0.04551,2100366,,,2372444,,,,,,,43.54,1588967991244,-0.11599000000000001,1588968001738,false
DESP,NYS,Despegar.com Corp.,cs,-0.586588,15.44,4.44,371293182,3029,11.05,7.27,56527170,571519.3,426732.27,-0.5464944,,Despegar.com Corp.,66184168,-0.8235,-0.8235,-0.7997,-0.586588,-0.592888,-0.491387,-0.593478,-0.266667,-0.036082,-0.042662,,,2020-08-06,,-10.27,1.006382033467205,New York Stock Exchange,close,5.37,1588944600557,official,5.61,1588968001791,official,5.905,1588977000004,15 minute delayed price,5.35,1588945827694,15 minute delayed price,5.61,Close,"May 8, 2020",1588968001791,436518,,,,5.61,1588970586414,5.61,1588967984339,5.61,0,0,1588977000004,5.26,858689,0.35,0.06654,436518,,,426732,,,,,,,5.62,1588967949978,-0.5215599999999999,1588968017140,false
DFIN,NYS,Donnelley Financial Solutions Inc.,cs,-0.489624,15.46,4.04,265481858,2900,9.59,6.17,32690836,236324.8,232505.57,1.2611,,"Donnelley Financial Solutions, Inc.",33733400,-0.6615,-0.6615,-0.5414,-0.489624,-0.245446,-0.200203,-0.144565,0.39539,0.493359,0.082531,,,2020-07-30,,6.24,1.4726152613873091,New York Stock Exchange,close,7.91,1588944600568,official,7.87,1588968001766,official,8.02,1588977000007,15 minute delayed price,7.7,1588960156234,15 minute delayed price,7.87,Close,"May 8, 2020",1588968001766,331869,,,,7.87,1588968600006,7.86,1588967995167,7.87,0,0,1588977000007,7.78,238003,0.09,0.01157,331869,,,232506,,,,,,,7.88,1588967993526,-0.24733000000000002,1588968016614,false
DFNS,NYS,LGL Systems Acquisition Corp. Class A,cs,0.146199,10,8.55,169050000,,9.66,9.66,,2014.8,743.73,,,LGL Systems Acquisition Corp.,17250000,0.1462,0.1462,0.1462,0.146199,0.146199,0.146199,0.146199,0.002045,-0.02,0.005128,,,,,,0.4703493231647595,New York Stock Exchange,close,,,official,,,official,9.8,1588968000000,Close,9.8,1588771800664,15 minute delayed price,9.8,Close,"May 8, 2020",1588968000000,0,,,,,,9.8,1588877995039,9.8,0,0,1588804200004,9.8,2,0,0,0,,,744,,,,,,,,,0.1462,1588877995039,false
DFS,NYS,Discover Financial Services,cs,-0.459241,92.98,23.25,13085178720,17200,71.41,41.12,305221902,5502591.5,5753097.27,6.689,1.72,Discover Financial Services,306301000,0.4859,-0.2679,-0.4053,-0.459241,-0.499179,-0.492154,-0.436635,0.089518,0.11221,0.032632,2020-05-20,0.040262172284644196,2020-07-28,2020-02-19,6.39,1.8753007800276844,New York Stock Exchange,close,42.21,1588944600589,official,42.72,1588968001920,official,42.85,1588982318932,15 minute delayed price,41.48,1588949103645,15 minute delayed price,42.72,Close,"May 8, 2020",1588968001920,3635230,,,,42.72,1588968455304,42.72,1588967985016,42.72,0,0,1588982318932,40.48,3995769,2.24,0.05534,3635230,,,5753097,,,,,,,42.73,1588967995415,-0.44276,1588967999702,false
DG,NYS,Dollar General Corporation,cs,0.434288,183.95,116.15,44357185400,143000,156.42,162.48,250983297,1699644.2,2467770.73,6.6834,1.28,Dollar General Corp.,251515000,7.0237,1.3988,0.8762,0.434288,0.126613,0.123312,0.133492,0.04207,0.206953,0.005244,,0.007257881605806305,2020-05-28,2019-10-07,26.39,0.5593345238678089,New York Stock Exchange,close,175.2,1588944600731,official,176.36,1588968001830,official,176.79,1588981368837,15 minute delayed price,173.385,1588947046650,15 minute delayed price,176.36,Close,"May 8, 2020",1588968001830,1573041,,,,176.36,1588971163430,176.23,1588967999983,178.09,1.73,0.00981,1588981368837,173.6,1119884,2.76,0.0159,1573041,,,2467771,,,,,,,176.23,1588967987682,0.1396,1588967999995,false
DGX,NYS,Quest Diagnostics Incorporated,cs,0.13652,125,73.02,15007405040,47000,102.75,95.34,132950738,2292028.4,2207384.17,5.8787,2.15,"Quest Diagnostics, Inc.",133732000,2.6914,0.6015,0.11,0.13652,0.061383,0.113073,0.005375,0.250084,0.350746,0.046048,,0.019158795223667795,2020-07-28,2020-04-06,19.09,0.8325572007698636,New York Stock Exchange,close,108.87,1588944600653,official,112.22,1588968001806,official,112.965,1588977886942,15 minute delayed price,107.28,1588945129645,15 minute delayed price,112.22,Close,"May 8, 2020",1588968001806,1673640,,,,112.22,1588968371827,112.25,1588967984721,112.25,0.03,0.00027,1588977886942,107.36,1121788,4.86,0.04527,1673640,,,2207384,,,,,,,112.2,1588967999233,0.09637,1588967999709,false
DHI,NYS,D.R. Horton Inc.,cs,0.136864,62.54,25.51,18027849420,8916,50.23,41.36,329355612,4896130.4,5246166,5.1327,0.65,"D.R. Horton, Inc.",363538000,4.0448,0.9624,0.1022,0.136864,-0.056686,-0.05812,-0.193921,0.208333,0.344631,0.075005,2020-05-08,0.013107481347045775,2020-07-23,2020-05-08,9.66,1.1032078272961086,New York Stock Exchange,close,48.04,1588944600619,official,49.59,1588968001763,official,49.82,1588982147242,15 minute delayed price,47.28,1588945118603,15 minute delayed price,49.59,Close,"May 8, 2020",1588968001763,3074656,,,,49.59,1588968188240,49.6,1588967995870,49.66,0.07,0.00141,1588982147242,46.985,3991837,2.605,0.05544,3074656,,,5246166,,,,,,,49.59,1588967995267,-0.008059999999999998,1588967997786,false
DHR,NYS,Danaher Corporation,cs,0.2291,170.64,119.6,112599200730,60000,146.67,146.64,617286075,3664706.5,3847141.53,3.841,0.69,Danaher Corp.,697511000,11.7512,1.5866,0.6211,0.2291,0.040745,0.200045,-0.009571,0.107733,0.164887,0.001924,2020-06-25,0.004274298457535773,2020-07-16,2020-03-26,42.03,0.8291827049868798,New York Stock Exchange,close,164.12,1588944673305,official,161.43,1588968001769,official,164.75,1588977000005,15 minute delayed price,161.1,1588961970137,15 minute delayed price,161.43,Close,"May 8, 2020",1588968001769,9261150,,,,161.43,1588968535650,161.5,1588967984326,161.43,0,0,1588977000005,163.48,7374005,-2.05,-0.01254,9261150,,,3847142,,,,,,,161.36,1588967995047,0.03596,1588968001762,false
DHT,NYS,DHT Holdings Inc.,cs,0.142857,8.83,4.77,987470400,17,6.64,6.64,118292194,8468815.5,7672753.03,0.8684,0.47,"DHT Holdings, Inc.",146945000,-0.9535,-0.1123,0.8411,0.142857,-0.2,-0.062762,0.172775,0.030675,-0.026087,-0.090663,2020-05-18,0.06994047619047619,2020-08-11,2020-02-14,7.74,0.503714100097659,New York Stock Exchange,close,6.7,1588944600710,official,6.72,1588968001860,official,6.74,1588982127565,15 minute delayed price,6.52,1588950244020,15 minute delayed price,6.72,Close,"May 8, 2020",1588968001860,3514353,,,,6.72,1588968517258,6.715,1588967996809,6.61,-0.11,-0.01637,1588982127565,6.62,6010208,0.1,0.01511,3514353,,,7672753,,,,,,,6.735,1588967987318,-0.18769,1588968001853,false
DHX,NYS,DHI Group Inc.,cs,-0.23592500000000002,4.44,1.78,151326450,559,3.12,2.41,47443072,189237.2,216470.6,0.0906,,"DHI Group, Inc.",53097000,-0.7873,-0.6392,1.1111,-0.235925,-0.07767,-0.092357,-0.027304,0.153846,0.202532,0.067416,,,2020-07-30,,31.46,0.8701867013420064,New York Stock Exchange,close,2.72,1588944600516,official,2.85,1588968001862,official,2.92,1588977000007,15 minute delayed price,2.72,1588944600516,15 minute delayed price,2.85,Close,"May 8, 2020",1588968001862,124545,,,,2.85,1588968000000,2.85,1588967998189,2.85,0,0,1588977000007,2.65,179332,0.2,0.07547,124545,,,216471,,,,,,,2.835,1588967734252,0.019169999999999993,1588968001862,false
DIN,NYS,Dine Brands Global Inc.,cs,-0.523019,104.47,14.16,683826360,3560,69.84,39.18,15357509,1243637.2,1297498.2,5.5196,2.83,"Dine Brands Global, Inc.",16418400,0.838,-0.5648,-0.4499,-0.523019,-0.511666,-0.469089,-0.521044,0.157588,0.277216,0.06549,,0.06794717887154862,2020-07-29,2020-03-19,7.55,2.379767965806985,New York Stock Exchange,close,40.85,1588944600678,official,41.65,1588968001728,official,42.39,1588982342645,15 minute delayed price,39.42,1588944980627,15 minute delayed price,41.65,Close,"May 8, 2020",1588968001728,842602,,,,41.65,1588968598408,41.52,1588967997683,41.5,-0.15,-0.0036,1588982342645,39.25,735565,2.4,0.06115,842602,,,1297498,,,,,,,41.56,1588967988767,-0.44125,1588968001723,false
DIS,NYS,Walt Disney Company,cs,-0.18287299999999998,153.41,79.07,197172433200,223000,129.89,102.74,1803036777,23065709.9,20433187.87,2.9827,1.76,The Walt Disney Co.,1806270000,5.4668,-0.0051,0.0652,-0.182873,-0.263428,-0.201697,-0.234448,0.044593,0.132365,0.057957,,0.016123122022718945,2020-08-11,2019-12-13,36.6,1.0477221205698088,New York Stock Exchange,close,109,1588944601203,official,109.16,1588968002148,official,109.18,1588982373790,15 minute delayed price,106.63,1588945342867,15 minute delayed price,109.16,Close,"May 8, 2020",1588968002148,24047572,,,,109.16,1588968598719,109.13,1588967985055,109.79,0.63,0.00577,1588982373790,105.57,20868772,3.59,0.03401,24047572,,,20433188,,,,,,,109.17,1588967995276,-0.21469,1588967999997,false
