symbol,company,price,change,percen_change,volume,market_cap,sector,industry,pe_ratio,forward_pe,one_yr_tar,eps,day_high_low,div,yield,ex_div_date,div_pay_date,fifty_day_vol,year_high_low,beta
SWDBY,Swedbank AB ADR (Sponsored),$11.125,+0.435,4.07%,"103,663",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$11.17/$10.97,N/A,N/A,N/A,N/A,0,N/A,
NTIOF,National Bank of Canada,$37.036,-0.0539,0.15%,"5,713",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$37.04/$36.46,N/A,N/A,N/A,N/A,0,N/A,
DDOG,"Datadog, Inc. Class A Common Stock",$41.81,+1.66,4.13%,"2,781,610","12,420,631,914",Technology,Computer Software: Prepackaged Software,N/A,-211.32,$48.50,N/A,$42.10/$40.23,N/A,N/A,N/A,N/A,"4,013,653",$50.12/$27.55,1
HOLX,"Hologic, Inc. Common Stock",$47.11,+1.73,3.81%,"3,083,422","12,404,157,785",Health Care,Medical Electronics,51.21,20.63,$46.50,$0.92,$47.46/$45.81,N/A,N/A,N/A,N/A,"3,049,798",$55.25/$26.49,1
BGNE,"BeiGene, Ltd. American Depositary Shares",$160.20,-0.80,0.5%,"111,968","12,390,128,806",Health Care,Major Pharmaceuticals,,-8.43,$200.50,$-15.74,$163.28/$159.50,N/A,N/A,N/A,N/A,"379,965",$210.35/$113.01,1
BDORY,Banco do Brasil S.A. ADR (Sponsored),$4.34,-0.752,14.77%,"1,315,225",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$4.80/$4.26,N/A,N/A,N/A,N/A,0,N/A,
RYAAY,Ryanair Holdings plc American Depositary Shares,$56.78,+2.42,4.45%,"313,100","12,368,747,783",Transportation,Air Freight/Delivery Services,11,10.87,$69.00,$5.16,$57.14/$54.86,N/A,N/A,N/A,N/A,"1,055,678",$96.79/$44.44,1
XYL,Xylem Inc. Common Stock New,$68.52,+0.52,0.76%,"1,321,754","12,327,842,744",Capital Goods,Fluid Controls,31,27.53,$77.00,$2.21,$68.81/$67.14,$1.04,1.5%,"Feb 26, 2020","Mar 26, 2020",,$89.34/$54.62,1
FCX,"Freeport-McMoRan, Inc. Common Stock",$8.48,+0.67,8.58%,"33,515,053","12,304,246,172",Basic Industries,Precious Metals,,-20.03,$11.00,$-0.12,$8.62/$8.20,$0.15,1.96%,"Jan 14, 2020","Feb 3, 2020",,$13.63/$4.82,1
DB,Deutsche Bank AG Common Stock,$5.95,-0.23,3.72%,"6,169,164","12,293,305,555",Finance,Major Banks,,206.00,$5.60,$-3.03,$6.10/$5.83,N/A,N/A,N/A,N/A,,$11.16/$4.99,1
HPE,Hewlett Packard Enterprise Company Common Stock,$9.53,+0.26,2.8%,"9,203,968","12,277,896,134",Technology,Retail: Computer Software & Peripheral Equipment,10.71,6.26,$14.00,$0.89,$9.58/$9.24,$0.48,5.32%,"Jun 9, 2020","Jul 1, 2020",,$17.59/$7.43,1
LNT,Alliant Energy Corporation Common Stock,$49.98,-0.11,0.22%,"1,357,142","12,256,526,777",Public Utilities,Power Generation,21.45,20.61,$56.00,$2.33,$50.40/$48.89,$1.52,2.98%,"Apr 29, 2020","May 15, 2020","2,083,978",$60.28/$37.66,1
PEAK,"Healthpeak Properties, Inc. Common Stock",$24.23,-0.09,0.37%,"3,813,075","12,251,450,882",Consumer Services,Real Estate Investment Trusts,242.3,14.22,$28.50,$0.10,$24.74/$24.09,$1.48,5.95%,"Feb 14, 2020","Feb 28, 2020",,$37.93/$18.63,1
IP,International Paper Company Common Stock,$31.13,+0.59,1.93%,"4,104,650","12,247,496,570",Basic Industries,Paper,10.14,11.44,$38.00,$3.07,$31.36/$30.54,$2.05,6.84%,"Feb 20, 2020","Mar 16, 2020",,$47.64/$26.38,1
DISH,DISH Network Corporation Class A Common Stock,$23.40,+0.52,2.27%,"3,394,267","12,239,404,772",Consumer Services,Television Services,9,10.59,$36.00,$2.60,$23.62/$22.76,N/A,N/A,N/A,N/A,"4,284,912",$44.66/$17.09,1
JKHY,"Jack Henry & Associates, Inc. Common Stock",$159.11,+2.91,1.86%,"868,652","12,206,854,760",Technology,EDP Services,43.47,39.95,$162.00,$3.66,$159.16/$155.26,$1.72,1.08%,"Feb 28, 2020","Mar 19, 2020","744,757",$174.93/$123.64,1
OTPBF,National Savings & Commercial Bank Ltd. (Hungary),$28.8189,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
FITB,Fifth Third Bancorp Common Stock,$17.12,+0.26,1.54%,"8,416,666","12,177,558,720",Finance,Major Banks,7.51,9.21,$20.75,$2.28,$17.40/$16.78,$1.08,6.55%,"Mar 30, 2020","Apr 14, 2020","9,284,945",$31.64/$11.10,1
WDC,Western Digital Corporation Common Stock,$40.69,+1.30,3.3%,"4,199,934","12,163,524,200",Technology,Electronic Components,,17.66,$75.00,$-4.06,$40.91/$39.04,$2.00,5.01%,"Apr 2, 2020","Apr 17, 2020","6,315,289",$72.00/$27.40,1
MAA,"Mid-America Apartment Communities, Inc. Common Stock",$106.43,+1.45,1.38%,"571,047","12,162,784,107",Consumer Services,Real Estate Investment Trusts,34.78,16.45,$130.00,$3.06,$107.10/$104.01,$4.00,3.69%,"Apr 14, 2020","Apr 30, 2020",,$148.88/$82.00,1
SURDF,Sumitomo Rlty & Dev Co Ltd,$25.66,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
EXXRF,Exor NV,$52.50,-0.05,0.1%,322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$52.50/$52.00,N/A,N/A,N/A,N/A,0,N/A,
KIMTF,kimtf,--,--,--,--,,,,,,,,,,,,,,,
MKL,Markel Corporation Common Stock,$879.54,-1.89,0.21%,"44,700","12,120,775,386",Finance,Property-Casualty Insurers,6.82,23.29,"$1,175.00",$129.04,$888.90/$861.01,N/A,N/A,N/A,N/A,,"$1,347.64/$710.52",1
EPOKY,Epiroc Aktiebolag ADR,$10.05,+0.0375,0.37%,"50,925",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$10.09/$9.92,N/A,N/A,N/A,N/A,0,N/A,
EXPD,"Expeditors International of Washington, Inc. Common Stock",$71.93,+1.71,2.44%,"1,190,910","12,083,436,902",Transportation,Oil Refining/Marketing,21.09,20.71,$74.00,$3.41,$72.07/$69.51,$1.00,1.42%,"Nov 29, 2019","Dec 16, 2019","2,089,965",$81.64/$52.55,1
PUGOY,Peugeot SA ADR,$13.51,+0.38,2.89%,"15,499",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$13.54/$13.22,N/A,N/A,N/A,N/A,0,N/A,
PINS,"Pinterest, Inc. Class A Common Stock",$20.62,+1.77,9.39%,"16,150,516","11,997,537,460",Technology,"Computer Software: Programming, Data Processing",,-22.99,$23.50,$-3.24,$20.70/$18.87,N/A,N/A,N/A,N/A,,$36.83/$10.10,1
NMR,Nomura Holdings Inc ADR American Depositary Shares,$3.93,-0.08,2%,"259,857","11,943,024,347",Finance,Investment Bankers/Brokers/Service,5.61,4.95,$5.10,$0.70,$4.00/$3.91,$0.233,5.82%,"Sep 27, 2019","Dec 12, 2019",,$5.41/$3.05,1
OMRNF,Omron Corp,$58.90,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
WJRYY,West Japan Railway Co ADR (Unsponsored),$62.345,-0.255,0.41%,"8,310",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$62.70/$61.59,N/A,N/A,N/A,N/A,0,N/A,
TW,Tradeweb Markets Inc. Class A Common Stock,$53.00,+0.48,0.91%,"2,005,678","11,917,110,632",Finance,Investment Bankers/Brokers/Service,67.09,44.13,$52.00,$0.79,$53.24/$51.84,$0.32,0.62%,"Feb 28, 2020","Mar 16, 2020","1,080,625",$55.27/$33.23,1
NRSCF,Nomura Holdings Inc,$3.92,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
YNDX,Yandex N.V. Class A Ordinary Shares,$36.00,+0.75,2.13%,"1,681,940","11,909,593,296",Technology,"Computer Software: Programming, Data Processing",61.02,31.76,$42.50,$0.59,$36.04/$35.01,N/A,N/A,N/A,N/A,"3,897,866",$48.95/$27.93,1
LNNFF,LINE Corporation,$49.6275,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
KL,Kirkland Lake Gold Ltd. Common Shares,$42.87,+1.08,2.58%,"2,045,394","11,883,575,060",Basic Industries,Precious Metals,16.24,12.55,$43.09,$2.64,$42.96/$41.26,$0.50,1.26%,"Mar 30, 2020","Apr 13, 2020",,$51.08/$18.02,1
KBDHF,Kabel Deutschland Holding AG,$134.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
ULTA,"Ulta Beauty, Inc. Common Stock",$210.52,-0.16,0.08%,"1,290,497","11,854,270,888",Consumer Services,Other Specialty Stores,17.31,24.61,$240.00,$12.16,$212.96/$203.06,N/A,N/A,N/A,N/A,"1,335,411",$368.83/$124.05,1
WAT,Waters Corporation Common Stock,$191.32,+0.55,0.29%,"375,113","11,849,139,987",Capital Goods,Biotechnology: Laboratory Analytical Instruments,21.79,22.55,$180.00,$8.78,$192.97/$188.12,N/A,N/A,N/A,N/A,,$245.68/$154.39,1
INVH,Invitation Homes Inc. Common Stock,$21.78,+0.19,0.88%,"2,290,050","11,843,254,952",Finance,Real Estate,80.67,16.87,$30.00,$0.27,$22.02/$21.21,$0.60,2.72%,"Feb 11, 2020","Feb 28, 2020",,$32.70/$15.64,1
TSCO,Tractor Supply Company Common Stock,$101.98,+6.90,7.26%,"3,170,926","11,832,193,399",Consumer Services,RETAIL: Building Materials,21.51,20.10,$100.50,$4.74,$102.01/$96.06,$1.40,1.47%,"Feb 21, 2020","Mar 10, 2020","1,837,027",$114.25/$63.89,1
SUI,"Sun Communities, Inc. Common Stock",$126.74,+5.28,4.35%,"916,992","11,828,651,678",Consumer Services,Real Estate Investment Trusts,103.04,23.45,$158.00,$1.23,$127.55/$120.83,$3.16,2.6%,"Mar 30, 2020","Apr 15, 2020",,$173.98/$95.34,1
CTRGF,Country Garden Services Holdings Co Ltd,$4.35,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
TTD,"The Trade Desk, Inc. Class A Common Stock",$256.63,+2.66,1.05%,"1,692,683","11,813,866,327",Technology,"Computer Software: Programming, Data Processing",114.06,164.92,$235.00,$2.25,$259.24/$248.42,N/A,N/A,N/A,N/A,"2,235,381",$323.78/$136.00,1
STBFY,Suntory Beverage & Food Ltd. ADR,$19.1001,-0.0399,0.21%,"16,891",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$19.29/$18.55,N/A,N/A,N/A,N/A,0,N/A,
GDDY,GoDaddy Inc. Class A Common Stock,$67.39,+1.13,1.71%,"774,566","11,786,322,106",Technology,EDP Services,88.67,71.25,$82.00,$0.76,$67.72/$65.75,N/A,N/A,N/A,N/A,,$82.30/$40.25,1
NHOLF,Sompo Holdings Inc,$32.25,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
LN,LINE Corporation American Depositary Shares (each representing one share of Common Stock),$49.11,+0.13,0.27%,"8,891","11,767,185,713",Technology,"Computer Software: Programming, Data Processing",N/A,-29.68,$49.25,N/A,$49.31/$49.00,N/A,N/A,N/A,N/A,,$51.97/$27.04,1
ENIA,Enel Americas S.A. American Depositary Shares,$7.71,-0.04,0.52%,"1,647,839","11,732,509,156",Public Utilities,Electric Utilities: Central,6.95,N/A,$10.00,$1.11,$7.85/$7.68,$0.157,2.02%,"Jan 16, 2020","Feb 6, 2020",,$11.21/$5.21,1
KEP,Korea Electric Power Corporation Common Stock,$9.13,-0.18,1.93%,"132,042","11,722,264,046",Public Utilities,Electric Utilities: Central,,25.86,$10.80,$-1.54,$9.25/$9.08,N/A,N/A,N/A,N/A,,$12.40/$6.28,1
IEX,IDEX Corporation Common Stock,$152.72,+0.36,0.24%,"757,703","11,643,257,038",Capital Goods,Fluid Controls,28.07,31.03,$160.00,$5.44,$154.21/$143.63,$2.00,1.32%,"Jan 14, 2020","Jan 30, 2020",,$178.14/$104.56,1
LBTYA,Liberty Global plc Class A Ordinary Shares,$18.38,+0.21,1.16%,"1,195,605","11,627,263,523",N/A,N/A,1.16,-43.26,$25.30,$15.80,$18.51/$18.09,N/A,N/A,N/A,N/A,"2,051,164",$28.62/$15.23,1
LBTYB,Liberty Global plc Class B Ordinary Shares,$18.36,--,--,0,"11,614,611,441",Consumer Services,Television Services,1.16,N/A,N/A,$15.80,N/A,N/A,N/A,N/A,N/A,356,$29.11/$15.98,1
MDTKF,Media Tek Inc,$7.30,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
FANDF,FirstRand Ltd.,$2.16,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
TDY,Teledyne Technologies Incorporated Common Stock,$316.04,+1.49,0.47%,"197,404","11,580,930,887",Capital Goods,Industrial Machinery/Components,29.07,32.60,$322.50,$10.87,$317.00/$303.73,N/A,N/A,N/A,N/A,,$398.99/$195.34,1
IR,Ingersoll Rand Inc. Common Stock,$27.82,+0.46,1.68%,"3,097,075","11,561,347,494",Technology,Industrial Machinery/Components,36.61,-182.40,$34.00,$0.76,$28.10/$27.24,N/A,N/A,N/A,N/A,,$38.96/$17.01,1
W,Wayfair Inc. Class A Common Stock,$122.41,+17.78,16.99%,"8,349,200","11,550,905,301",Consumer Services,Catalog/Specialty Distribution,,-8.86,$73.00,$-10.66,$123.76/$107.51,N/A,N/A,N/A,N/A,,$166.40/$21.70,1
KYKOF,Kyowa Kirin Co. Ltd. - Ordinary Shares,$21.50,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SONVY,Sonova Holding AG ADR,$36.335,+0.405,1.13%,"26,989",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$36.38/$35.71,N/A,N/A,N/A,N/A,0,N/A,
WRFRF,Wharf Real Estate Investment Co Ltd,$3.80,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
KMX,CarMax Inc,$70.96,+4.97,7.53%,"3,260,979","11,536,301,705",Consumer Durables,Automotive Aftermarket,13.31,20.82,$84.50,$5.33,$71.62/$66.89,N/A,N/A,N/A,N/A,,$103.18/$37.59,1
EXR,Extra Space Storage Inc Common Stock,$88.89,+0.97,1.1%,"1,279,754","11,510,713,482",Consumer Services,Real Estate Investment Trusts,27.44,18.05,$99.50,$3.24,$89.60/$88.00,$3.60,3.93%,"Mar 13, 2020","Mar 31, 2020",,$124.45/$72.70,1
IHHHF,Ihh Healthcare Bhd Ord,$1.31,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
BURL,"Burlington Stores, Inc. Common Stock",$174.49,+3.47,2.03%,"681,782","11,472,506,891",Consumer Services,Department/Specialty Retail Stores,25.18,40.33,$205.00,$6.93,$176.47/$169.50,N/A,N/A,N/A,N/A,,$250.89/$105.67,1
OKE,"ONEOK, Inc. Common Stock",$27.66,-1.54,5.27%,"8,931,273","11,447,289,433",Public Utilities,Oil & Gas Production,9.01,8.69,$51.00,$3.07,$29.46/$27.48,$3.74,13.69%,"Apr 24, 2020","May 14, 2020",,$78.48/$12.16,1
HKTTF,HKT Trust and HKT Ltd,$1.51,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
AVVIY,Aviva Plc (United Kingdom) ADR,$5.83,--,--,"172,389",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$5.90/$5.67,N/A,N/A,N/A,N/A,0,N/A,
FMC,FMC Corporation Common Stock,$88.20,+0.83,0.95%,"882,071","11,416,653,335",Basic Industries,Major Chemicals,24.43,14.00,$106.00,$3.61,$90.75/$87.52,$1.76,2.09%,"Mar 30, 2020","Apr 16, 2020",,$108.77/$56.77,1
NUE,Nucor Corporation Common Stock,$37.87,+0.15,0.4%,"2,348,540","11,403,850,965",Basic Industries,Steel/Iron Ore,9.15,16.40,$43.00,$4.14,$38.91/$37.68,$1.61,4.42%,"Mar 30, 2020","May 11, 2020",,$59.19/$27.52,1
VODAF,Vodacom,$6.70,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
CRRFY,Carrefour S.A. ADR (Sponsored),$2.85,+0.04,1.42%,"180,969",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$2.87/$2.82,N/A,N/A,N/A,N/A,0,N/A,
TYHOF,Toyota Tsusho Corp Ord,$21.5865,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
VEOEY,Veolia Environnement ADR (Sponsored),$20.415,+0.365,1.82%,"32,246",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$20.50/$20.15,N/A,N/A,N/A,N/A,0,N/A,
YATRF,Yamato Holdings Co. Ltd.,$29.52,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
OMC,Omnicom Group Inc. Common Stock,$52.03,+0.54,1.05%,"1,575,961","11,283,625,338",Technology,Advertising,8.59,10.02,$75.50,$6.06,$52.37/$51.22,$2.60,5.13%,"Mar 9, 2020","Apr 8, 2020",,$85.05/$46.37,1
MASI,Masimo Corporation Common Stock,$208.07,+4.02,1.97%,"476,573","11,259,793,567",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,60.49,57.48,$200.50,$3.44,$210.38/$206.01,N/A,N/A,N/A,N/A,"570,431",$208.59/$125.50,1
XNGSF,Enn Energy Hldgs Ltd,$10.00,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
EPAM,"EPAM Systems, Inc. Common Stock",$203.03,-1.72,0.84%,"401,990","11,219,272,128",Technology,EDP Services,44.82,43.29,$232.50,$4.53,$203.67/$195.39,N/A,N/A,N/A,N/A,,$248.27/$151.97,1
CTL,"CenturyLink, Inc. Common Stock",$10.21,+0.27,2.72%,"7,860,312","11,209,563,911",Public Utilities,Telecommunications Equipment,,6.81,$11.00,$-4.93,$10.26/$9.97,$1.00,10.31%,"Mar 6, 2020","Mar 20, 2020",,$15.30/$8.16,1
NCBDF,Bandai Namco Holdings Inc - Ordinary Shares,$50.97,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
NCSYF,NICE-Systems Ltd,$179.50,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
SKHSF,Sekisui House Ltd. (Japan),$16.40,+1.40,9.33%,"1,097",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$16.40/$16.40,N/A,N/A,N/A,N/A,0,N/A,
RKUNF,Rakuten Inc,$8.254,-0.281,3.29%,"1,827",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$8.95/$7.95,N/A,N/A,N/A,N/A,0,N/A,
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$10.22,+0.04,0.39%,"8,790,839","11,169,664,639",Health Care,Major Pharmaceuticals,,4.41,$11.00,$-0.92,$10.31/$10.04,N/A,N/A,N/A,N/A,,$15.72/$6.07,1
EXAS,Exact Sciences Corporation Common Stock,$75.46,+0.76,1.02%,"1,830,132","11,165,628,078",Health Care,Biotechnology: Commercial Physical & Biological Resarch,,-42.93,$115.00,$-0.73,$75.90/$71.70,N/A,N/A,N/A,N/A,"2,774,066",$123.99/$35.25,1
OBIIF,OBIC Co Ltd,$125.50,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
AULGF,AngloGold Ashanti Ltd,$26.81,+1.85,7.41%,100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,$26.81/$26.81,N/A,N/A,N/A,N/A,0,N/A,
JXHGF,JXTG Holdings,$3.5643,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),$20.21,+0.29,1.46%,"1,475,622","11,110,773,467",Energy,Oil & Gas Production,10.16,12.77,$26.74,$1.99,$20.37/$19.56,$1.792,9.69%,"Apr 23, 2020","May 15, 2020",,$40.65/$10.58,1
DFS,Discover Financial Services Common Stock,$36.23,+1.41,4.05%,"6,836,318","11,095,001,798",Finance,Finance: Consumer Services,5.42,5.24,$66.00,$6.68,$36.78/$35.17,$1.76,5.01%,"May 20, 2020","Jun 4, 2020",,$92.98/$23.25,1
LBTYK,Liberty Global plc Class C Ordinary Shares,$17.515,+0.135,0.78%,"3,042,988","11,080,060,969",N/A,N/A,1.11,N/A,$25.00,$15.80,$17.67/$17.20,N/A,N/A,N/A,N/A,"4,152,849",$27.84/$14.36,1
ZBRA,Zebra Technologies Corporation Class A Common Stock,$208.62,+7.65,3.81%,"417,958","11,070,418,422",Technology,Industrial Machinery/Components,20.92,19.63,$230.00,$9.97,$208.80/$200.68,N/A,N/A,N/A,N/A,"635,617",$260.40/$150.06,1
AU,AngloGold Ashanti Limited Common Stock,$26.60,+0.30,1.14%,"5,140,268","11,062,664,344",Basic Industries,Precious Metals,N/A,13.63,$25.00,N/A,$27.63/$26.19,$0.075,0.3%,"Mar 12, 2020","Apr 6, 2020",,$26.86/$11.29,1
DQJCF,Pan Pacific International Holdings Corp,$17.45,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
PKX,POSCO Common Stock,$34.50,-0.11,0.32%,"310,760","11,055,958,458",Basic Industries,Steel/Iron Ore,7,8.34,$58.00,$4.93,$35.00/$34.01,$0.68,1.97%,"Sep 27, 2019","Nov 29, 2019",,$56.58/$26.27,1
MLM,"Martin Marietta Materials, Inc. Common Stock",$177.35,-0.39,0.22%,"570,977","11,021,186,259",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),18.21,17.60,$241.00,$9.74,$182.87/$175.56,$2.20,1.24%,"Feb 28, 2020","Mar 31, 2020",,$281.82/$135.08,1
ELS,"Equity Lifestyle Properties, Inc. Common Stock",$60.43,+0.92,1.55%,"890,401","11,006,995,700",Consumer Services,Real Estate Investment Trusts,47.4,26.93,$72.00,$1.27,$60.82/$59.36,$1.37,2.23%,"Mar 26, 2020","Apr 10, 2020",,$77.55/$41.97,1
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,$31.08,+0.27,0.88%,"2,481,942","10,998,232,856",Consumer Services,Broadcasting,20.18,15.72,$57.00,$1.54,$31.38/$30.16,N/A,N/A,N/A,N/A,"1,255,217",$51.36/$23.01,1
TOSYY,Toshiba Corp ADR,$12.0915,-0.0585,0.48%,"7,346",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$12.21/$11.89,N/A,N/A,N/A,N/A,0,N/A,
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,$37.32,-0.33,0.88%,"411,061","10,955,442,632",Consumer Services,Marine Transportation,533.14,11.34,$49.00,$0.07,$38.14/$37.10,$2.15,5.65%,"Feb 27, 2020","Mar 31, 2020",,$56.31/$25.77,1
DISCA,"Discovery, Inc. Series A Common Stock",$21.02,+0.63,3.09%,"4,142,984","10,949,787,187",Consumer Services,Television Services,7.3,5.81,$30.00,$2.88,$21.17/$20.11,N/A,N/A,N/A,N/A,"6,006,055",$33.66/$17.12,1
AYYLF,Ayala Corp,$10.65,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
TOSBF,Toshiba Corp,$24.06,-0.96,3.84%,"6,311",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$24.06/$23.83,N/A,N/A,N/A,N/A,0,N/A,
GPC,Genuine Parts Company Common Stock,$75.03,+1.93,2.64%,"865,169","10,907,983,174",Capital Goods,Automotive Aftermarket,17.7,14.14,$82.00,$4.24,$75.58/$73.23,$3.16,4.33%,"Jun 4, 2020","Jul 1, 2020",,$108.58/$49.68,1
COUP,Coupa Software Incorporated Common Stock,$163.27,+3.40,2.13%,"974,355","10,880,463,335",Technology,Computer Software: Prepackaged Software,,-170.07,$145.00,$-1.46,$163.84/$159.34,N/A,N/A,N/A,N/A,"1,893,256",$178.00/$94.61,1
JRONY,Jeronimo Martins S.G.P.S. SA ADR,$34.58,+0.17,0.49%,"5,586",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$34.65/$34.00,N/A,N/A,N/A,N/A,0,N/A,
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,$30.64,-0.35,1.13%,"2,016,867","10,842,530,717",Consumer Services,Broadcasting,19.9,N/A,$47.00,$1.54,$31.47/$30.20,N/A,N/A,N/A,N/A,"1,374,684",$51.11/$22.54,1
VDMCY,Vodacom ADR (Sponsored),$6.38,+0.1799,2.9%,"40,514",N/A,N/A,N/A,N/A,N/A,N/A,N/A,$6.55/$6.38,N/A,N/A,N/A,N/A,0,N/A,
BNTX,BioNTech SE American Depositary Share,$47.75,-2.25,4.5%,"1,829,960","10,828,732,776",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),N/A,-44.25,$35.00,N/A,$51.49/$47.60,N/A,N/A,N/A,N/A,"903,698",$105.00/$12.53,1
VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",$16.09,-0.12,0.74%,"4,029,873","10,787,920,224",Consumer Services,Catalog/Specialty Distribution,18.71,14.22,$18.85,$0.86,$16.42/$15.71,N/A,N/A,N/A,N/A,,$18.95/$6.17,1
JBHT,"J.B. Hunt Transport Services, Inc. Common Stock",$101.60,+0.73,0.72%,"879,453","10,714,837,600",Transportation,Trucking Freight/Courier Services,20.48,22.72,$112.00,$4.96,$102.14/$100.15,$1.08,1.08%,"Feb 6, 2020","Feb 21, 2020","994,419",$122.29/$75.29,1
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,$22.21,-0.05,0.22%,"110,349","10,714,738,473",Finance,Major Banks,2.31,5.30,$32.00,$9.62,$22.56/$21.83,$1.156,5.16%,"Dec 30, 2019","Apr 17, 2020",,$40.00/$17.09,1
BAP,Credicorp Ltd. Common Stock,$134.21,-2.83,2.07%,"333,945",,,,,,,,,,,,,,,
WTRG,"Essential Utilities, Inc. Common Stock",$43.68,+1.06,2.49%,"1,020,929","10,702,655,178",Public Utilities,Water Supply,43.68,27.32,$47.50,$1.00,$43.83/$42.65,$0.937,2.21%,"May 14, 2020","Jun 1, 2020",,$54.52/$30.40,
UDR,"UDR, Inc. Common Stock",$36.29,+0.09,0.25%,"1,875,250","10,701,232,869",Consumer Services,Real Estate Investment Trusts,58.53,16.84,$46.50,$0.62,$36.64/$35.57,$1.44,3.93%,"Apr 8, 2020","Apr 30, 2020",,$51.25/$29.20,1
NDVLF,New World Development Co. Ltd.,$1.05,--,--,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,
